100 44162
315 718 1
415 813 1
509 888 1
789 1061 1
446 839 1
682 1002 1
926 1124 1
788 1060 1
875 1102 1
627 969 1
364 766 1
628 970 1
320 723 1
651 984 1
548 916 1
621 965 1
347 750 1
491 875 1
647 981 1
826 1079 1
950 1134 1
616 962 1
521 897 1
913 1119 1
110 436 1
71 352 1
493 876 1
592 946 0.843246
879 1104 1
713 1020 1
386 787 1
929 1126 1
777 1054 1
560 925 1
952 1135 0.921189
430 825 1
238 630 1
328 731 1
91 397 1
12 145 1
89 393 1
790 1061 1
398 798 1
236 628 1
943 1131 1
28 222 1
681 1002 0.741981
461 851 1
753 1042 1
154 513 1
940 1130 1
451 843 1
496 878 1
622 966 0.830426
569 931 1
243 636 1
143 495 1
301 703 1
997 1153 1
884 1106 1
405 804 0.809917
607 956 1
198 578 1
118 451 1
127 467 1
350 753 1
710 1018 1
214 600 1
65 337 1
518 895 1
598 950 1
736 1033 1
702 1014 1
230 620 1
187 562 1
675 998 1
11 139 1
358 761 1
693 1009 1
616 962 1
456 847 1
831 1081 1
530 904 1
459 849 0.715107
590 945 0.825527
53 304 1
823 1077 1
112 439 1
201 582 1
671 996 0.832253
207 590 1
102 420 1
742 1036 1
141 491 1
41 268 1
855 1093 1
262 659 1
393 793 1
301 703 1
573 934 1
