100 22981
970 1142 1
342 745 1
412 810 1
52 302 1
709 1018 1
585 942 0.843246
221 609 1
875 1102 1
186 561 1
546 915 1
379 780 1
283 683 1
807 1070 1
282 682 1
659 989 1
716 1022 1
634 973 1
722 1025 1
62 329 1
353 756 1
813 1073 1
575 935 1
704 1015 1
984 1148 1
509 888 1
622 966 0.921189
292 693 1
679 1001 0.741981
486 871 1
576 936 1
209 593 1
1000 1154 1
288 689 1
359 762 1
999 1154 1
213 598 1
365 767 1
375 777 1
522 898 1
27 218 1
96 408 1
93 401 1
261 658 1
139 488 1
974 1144 1
331 734 1
832 1082 1
620 965 0.830426
776 1054 1
17 173 1
723 1026 1
18 178 1
559 924 1
717 1022 1
728 1028 1
866 1098 1
950 1134 1
748 1039 1
108 432 1
971 1143 1
36 251 1
934 1128 0.809917
981 1147 1
981 1147 1
838 1085 1
845 1088 1
157 517 1
821 1077 1
936 1128 1
741 1036 1
629 970 1
583 940 1
957 1137 1
733 1031 1
530 904 1
786 1059 1
242 635 0.715107
157 517 1
700 1013 1
847 1089 1
815 1074 1
86 386 1
585 942 1
578 937 1
533 906 1
796 1064 0.825527
670 995 1
943 1131 1
960 1138 1
854 1092 1
758 1045 1
445 838 1
589 944 1
676 999 1
936 1128 1
710 1018 1
853 1092 1
48 290 1
228 618 1
196 575 1
