500 100000
480 505 1
480 462 0.786873
480 472 1
480 386 0.950002
480 472 0.693592
480 505 1
480 513 1
480 572 0.936646
480 513 1
480 479 0.684975
480 447 0.760359
480 444 0.979019
480 445 1
480 438 1
480 450 1
480 321 1
480 617 1
480 596 1
480 476 1
480 531 0.917195
480 599 0.723666
480 450 0.937231
480 439 0.889301
480 532 0.816086
480 519 1
480 543 0.818839
480 458 0.789132
480 507 1
480 483 0.83719
480 538 0.690676
480 365 0.83985
480 569 0.693925
480 441 1
480 438 0.838139
480 468 1
480 576 1
480 471 1
480 526 0.617719
480 569 1
480 416 0.821384
480 498 1
480 493 0.790252
480 521 0.857186
480 453 0.684655
480 451 1
480 576 0.837332
480 603 0.872208
480 431 1
480 444 0.816039
480 585 1
480 473 0.873402
480 493 1
480 460 1
480 581 0.813981
480 339 1
480 545 0.637093
480 461 0.955689
480 516 0.861004
480 475 1
480 495 0.710621
480 489 0.859253
480 514 0.872637
480 467 0.975906
480 487 1
480 453 0.843296
480 469 0.920127
480 502 1
480 414 0.813067
480 477 0.915124
480 493 1
480 548 1
480 435 0.916296
480 456 0.736742
480 433 0.70254
480 478 0.898167
480 427 0.922483
480 507 1
480 481 0.819921
480 424 1
480 474 0.89113
480 348 1
480 476 0.95411
480 479 1
480 417 1
480 456 1
480 510 1
480 484 1
480 487 0.848842
480 474 0.792752
480 487 0.889863
480 563 1
480 379 1
480 443 0.678816
480 499 0.948974
480 668 1
480 496 1
480 425 0.943472
480 424 0.869249
480 475 1
480 513 0.844414
480 513 0.750456
480 429 0.746223
480 461 0.645042
480 540 1
480 487 1
480 390 1
480 388 0.70986
480 424 1
480 475 1
480 492 0.792095
480 459 1
480 436 1
480 495 1
480 480 1
480 375 1
480 466 1
480 557 1
480 558 1
480 383 0.846859
480 445 0.7959
480 475 1
480 423 1
480 465 0.788978
480 454 0.946647
480 491 1
480 435 0.881417
480 455 0.956212
480 490 0.860726
480 478 0.807933
480 411 0.902737
480 444 1
480 498 0.933092
480 470 0.885955
480 452 1
480 497 0.783751
480 464 1
480 504 0.935931
480 512 0.888941
480 486 1
480 525 1
480 564 0.828858
480 392 1
480 520 1
480 398 0.859476
480 513 0.820568
480 446 0.772056
480 447 1
480 545 1
480 480 1
480 442 0.879054
480 421 1
480 342 1
480 337 0.876939
480 545 0.6621
480 511 0.700971
480 563 0.928306
480 473 1
480 519 1
480 469 0.877886
480 569 0.858152
480 470 0.898632
480 534 1
480 407 1
480 402 0.787941
480 418 0.730552
480 500 0.967947
480 563 1
480 480 0.615828
480 540 0.855688
480 459 0.905633
480 521 0.967826
480 416 0.887313
480 493 1
480 476 1
480 468 0.848345
480 441 1
480 492 0.660945
480 434 1
480 541 1
480 425 0.82269
480 449 0.862924
480 423 1
480 529 0.905347
480 454 0.733822
480 549 1
480 548 0.830098
480 517 1
480 542 0.836405
480 467 1
480 508 0.674177
480 406 0.817295
480 494 0.721338
480 366 1
480 457 1
480 577 0.849694
480 555 1
480 433 1
480 556 1
480 476 0.78008
480 611 0.822179
480 331 0.917877
480 435 1
480 550 0.925256
480 466 1
480 391 1
480 506 0.931656
480 474 1
480 470 1
480 405 1
480 542 0.909233
480 480 0.932581
480 479 0.931571
480 576 1
480 545 1
480 397 1
480 544 1
480 399 0.908684
480 469 1
480 481 0.723037
480 453 1
480 509 0.854629
480 421 0.817722
480 427 0.967696
480 547 0.869523
480 522 0.891175
480 573 0.852976
480 487 0.733231
480 532 0.737613
480 415 0.834754
480 636 0.935355
480 500 1
480 510 0.987528
480 458 1
480 551 1
480 521 0.834537
480 525 0.86641
480 528 1
480 511 1
480 491 1
480 444 0.935495
480 548 1
480 474 1
480 565 0.535122
480 472 1
480 483 0.816404
480 491 0.945566
480 506 1
480 531 1
480 491 1
480 445 1
480 382 1
480 453 1
480 547 0.979222
480 511 1
480 439 1
480 527 1
480 380 0.802276
480 597 1
480 507 1
480 437 1
480 474 0.813368
480 489 0.969117
480 495 0.697582
480 496 1
480 446 0.906249
480 439 0.804963
480 522 0.746057
480 359 0.966587
480 479 0.745749
480 519 0.866943
480 591 0.893173
480 473 0.887456
480 463 1
