100 100000
1600 1580 0.362025
1600 1272 1
1600 1838 0.311208
1600 1702 0.336075
1600 1394 0.41033
1600 1505 1
1600 1377 1
1600 1530 0.373856
1600 1695 0.337463
1600 1689 0.338662
1600 1671 1
1600 1689 0.338662
1600 1461 1
1600 1420 0.402817
1600 1483 0.385705
1600 1432 1
1600 1630 0.35092
1600 1582 1
1600 1764 1
1600 1799 0.317954
1600 1487 0.384667
1600 1682 1
1600 1399 0.408863
1600 1370 1
1600 1764 1
1600 1413 0.404812
1600 1382 0.413893
1600 1588 0.360202
1600 1526 1
1600 1631 0.350705
1600 1499 0.381588
1600 1353 1
1600 1689 1
1600 1310 0.436641
1600 1781 1
1600 1472 1
1600 1499 0.381588
1600 1232 0.464286
1600 1770 1
1600 1392 1
1600 1991 0.287293
1600 1563 0.365963
1600 1821 1
1600 1902 0.300736
1600 1669 0.34272
1600 1244 1
1600 1614 1
1600 1620 1
1600 1417 0.40367
1600 1664 0.34375
1600 1276 1
1600 1618 1
1600 1624 0.352217
1600 1500 0.381333
1600 1550 0.369032
1600 1724 0.331787
1600 1692 1
1600 1444 1
1600 1532 0.373368
1600 1308 1
1600 2048 1
1600 1593 1
1600 1684 1
1600 1601 1
1600 1223 0.467702
1600 1629 0.351136
1600 1394 1
1600 1826 1
1600 1518 1
1600 1459 0.392049
1600 1568 0.364796
1600 1144 1
1600 1302 1
1600 1808 1
1600 1899 1
1600 1563 1
1600 1750 1
1600 1415 0.40424
1600 1629 0.351136
1600 1535 0.372638
1600 1566 0.365262
1600 1257 1
1600 1698 0.336867
1600 1745 1
1600 1536 1
1600 1353 1
1600 1704 0.335681
1600 1371 1
1600 1674 1
1600 1526 0.374836
1600 1594 0.358846
1600 1590 1
1600 1613 0.354619
1600 1561 1
1600 1728 1
1600 1397 0.409449
1600 1600 1
1600 1507 0.379562
1600 1747 0.327418
1600 1533 0.373125
