500 117736
930 1930 1
186 386 1
93 193 1
651 1351 1
12 528 1
651 1351 1
6 264 1
16 704 1
2 88 1
6 264 1
744 1544 1
372 772 1
837 1737 1
8 352 1
8 352 1
20 880 1
744 1544 1
14 616 1
186 386 1
14 616 1
558 1158 1
744 1544 1
10 440 1
372 772 1
12 528 1
18 792 1
14 616 1
279 579 1
4 176 1
18 792 1
930 1930 1
930 1930 1
10 440 1
465 965 1
10 440 0.843246
18 792 1
4 176 1
8 352 1
6 264 1
20 880 1
6 264 1
14 616 1
2 88 1
186 386 1
744 1544 1
93 193 1
10 440 1
279 579 1
8 352 1
4 176 1
2 88 0.921189
372 772 1
279 579 1
744 1544 1
372 772 1
14 616 1
8 352 1
20 880 1
4 176 1
186 386 1
93 193 1
12 528 1
744 1544 1
12 528 1
8 352 1
2 88 1
10 440 1
372 772 1
2 88 1
14 616 1
4 176 1
2 88 1
93 193 1
93 193 1
837 1737 1
372 772 1
837 1737 1
14 616 1
93 193 1
16 704 1
20 880 1
465 965 1
186 386 1
2 88 1
651 1351 1
14 616 1
10 440 1
4 176 1
10 440 1
10 440 1
279 579 1
186 386 1
20 880 1
279 579 1
651 1351 1
12 528 1
465 965 1
4 176 1
930 1930 1
16 704 1
6 264 1
6 264 1
20 880 1
465 965 1
651 1351 1
10 440 1
10 440 1
837 1737 1
8 352 1
744 1544 1
930 1930 1
279 579 1
186 386 0.741981
4 176 1
12 528 1
4 176 1
837 1737 1
20 880 1
930 1930 1
186 386 1
18 792 1
186 386 1
6 264 1
10 440 1
837 1737 1
16 704 1
14 616 1
16 704 0.830426
558 1158 1
18 792 1
12 528 0.809917
18 792 1
20 880 1
12 528 1
16 704 1
16 704 1
93 193 1
10 440 1
10 440 1
465 965 1
10 440 1
837 1737 1
20 880 1
837 1737 1
18 792 1
93 193 0.715107
186 386 1
6 264 1
558 1158 1
10 440 1
651 1351 1
16 704 1
4 176 1
16 704 1
279 579 1
2 88 1
930 1930 1
186 386 1
558 1158 1
465 965 1
744 1544 1
558 1158 1
930 1930 1
651 1351 1
18 792 1
8 352 0.825527
14 616 1
14 616 1
20 880 1
930 1930 1
930 1930 1
20 880 1
651 1351 1
930 1930 1
465 965 1
14 616 1
279 579 1
744 1544 1
279 579 1
18 792 1
8 352 0.832253
279 579 1
2 88 1
16 704 1
14 616 1
558 1158 1
465 965 1
186 386 1
20 880 0.75693
2 88 1
12 528 1
4 176 1
930 1930 0.963913
558 1158 1
2 88 1
4 176 1
16 704 1
651 1351 1
6 264 1
186 386 1
372 772 1
837 1737 1
651 1351 1
10 440 1
372 772 1
2 88 1
10 440 1
93 193 1
20 880 1
186 386 1
4 176 1
186 386 1
12 528 1
465 965 1
186 386 1
18 792 1
10 440 1
651 1351 1
465 965 1
279 579 1
16 704 1
10 440 1
2 88 1
4 176 1
372 772 0.79688
837 1737 1
372 772 1
186 386 1
12 528 1
93 193 1
93 193 0.82203
6 264 1
2 88 1
930 1930 1
2 88 1
16 704 1
465 965 1
930 1930 1
930 1930 1
16 704 1
18 792 1
279 579 1
4 176 1
744 1544 1
20 880 1
2 88 1
837 1737 1
372 772 1
744 1544 1
558 1158 1
744 1544 1
16 704 1
837 1737 1
16 704 1
186 386 1
14 616 1
20 880 1
18 792 1
10 440 1
279 579 0.63291
20 880 1
558 1158 1
465 965 1
651 1351 1
558 1158 1
16 704 1
744 1544 1
10 440 1
18 792 1
651 1351 1
14 616 1
8 352 1
465 965 1
20 880 1
651 1351 1
4 176 1
6 264 1
558 1158 1
930 1930 1
12 528 1
558 1158 0.970055
186 386 0.943197
8 352 1
6 264 1
279 579 1
12 528 1
837 1737 1
930 1930 1
14 616 1
2 88 1
465 965 1
20 880 1
8 352 1
279 579 1
930 1930 1
6 264 1
20 880 1
930 1930 1
8 352 1
2 88 1
744 1544 1
16 704 1
12 528 1
558 1158 1
930 1930 1
18 792 1
558 1158 1
12 528 1
744 1544 1
186 386 1
20 880 1
10 440 1
16 704 1
372 772 1
93 193 1
465 965 1
20 880 1
4 176 1
93 193 1
20 880 1
465 965 1
651 1351 1
16 704 1
20 880 1
2 88 1
744 1544 1
8 352 1
18 792 1
14 616 1
10 440 1
12 528 1
8 352 1
8 352 1
6 264 1
930 1930 1
279 579 1
16 704 1
372 772 1
837 1737 1
20 880 1
14 616 0.690092
16 704 1
10 440 1
93 193 1
930 1930 1
20 880 1
20 880 0.941578
930 1930 1
10 440 1
20 880 1
8 352 1
10 440 1
4 176 1
4 176 1
10 440 1
837 1737 1
16 704 1
2 88 1
372 772 1
744 1544 1
465 965 1
930 1930 1
16 704 1
20 880 1
4 176 1
651 1351 1
2 88 1
372 772 1
558 1158 1
2 88 1
93 193 1
4 176 1
372 772 1
12 528 1
14 616 1
4 176 1
2 88 1
837 1737 1
279 579 1
16 704 1
558 1158 1
372 772 1
14 616 1
8 352 1
465 965 1
4 176 1
465 965 0.632636
465 965 1
14 616 1
372 772 1
186 386 1
837 1737 1
651 1351 1
465 965 1
558 1158 1
2 88 1
10 440 0.716245
558 1158 1
12 528 1
558 1158 1
930 1930 1
12 528 1
930 1930 1
93 193 1
558 1158 1
372 772 1
744 1544 1
279 579 1
18 792 1
16 704 1
6 264 1
8 352 1
558 1158 1
12 528 1
186 386 1
8 352 0.890892
14 616 1
744 1544 1
930 1930 1
14 616 1
4 176 1
14 616 1
20 880 1
837 1737 1
651 1351 1
