100 100000
2200 2487 1
2200 2304 0.39171
2200 1856 0.486261
2200 2400 0.376042
2200 2091 0.431612
2200 2295 0.393246
2200 2428 0.371705
2200 2319 0.389176
2200 1889 1
2200 1909 1
2200 2349 1
2200 2603 0.346715
2200 1827 0.493979
2200 2020 0.446782
2200 2173 1
2200 2508 1
2200 2413 0.374016
2200 1971 0.457889
2200 2069 0.436201
2200 2270 0.397577
2200 2227 0.405254
2200 2090 0.431818
2200 2046 0.441105
2200 1967 0.458821
2200 2125 0.424706
2200 2376 0.37984
2200 1991 1
2200 2247 0.401647
2200 2061 1
2200 2128 0.424107
2200 2432 1
2200 2170 1
2200 1903 1
2200 2184 0.413233
2200 2126 1
2200 2515 0.358847
2200 2193 0.411537
2200 2289 0.394277
2200 2613 0.345388
2200 2491 0.362304
2200 1823 1
2200 1805 0.5
2200 2124 0.424906
2200 2104 1
2200 2281 0.39566
2200 2267 1
2200 2585 0.34913
2200 2372 1
2200 2559 1
2200 2107 1
2200 2022 0.44634
2200 2044 0.441536
2200 2178 1
2200 2414 1
2200 1989 1
2200 2273 1
2200 2391 0.377457
2200 1838 1
2200 1931 1
2200 2020 1
2200 2338 1
2200 2078 0.434312
2200 2269 1
2200 2026 0.445459
2200 2280 0.395833
2200 2181 0.413801
2200 1939 1
2200 1986 1
2200 2014 1
2200 2296 0.393075
2200 1944 0.464249
2200 2514 0.35899
2200 2044 0.441536
2200 2279 1
2200 2130 1
2200 2158 1
2200 2080 0.433894
2200 2427 1
2200 2017 0.447447
2200 2410 0.374481
2200 2160 0.417824
2200 2023 0.44612
2200 1960 1
2200 2170 1
2200 2333 1
2200 1960 0.460459
2200 2276 1
2200 2195 1
2200 2092 1
2200 2464 1
2200 2344 1
2200 2495 1
2200 2097 1
2200 1845 0.48916
2200 2243 0.402363
2200 2480 1
2200 2532 0.356438
2200 1872 0.482105
2200 2203 0.409669
2200 2658 0.339541
