100 100000
2400 2659 1
2400 2802 1
2400 2513 1
2400 2640 1
2400 2584 1
2400 1814 1
2400 2406 1
2400 2859 1
2400 2262 0.300177
2400 2615 1
2400 2122 1
2400 2149 1
2400 2850 1
2400 2109 1
2400 2514 1
2400 1358 1
2400 2275 1
2400 2828 1
2400 1869 1
2400 2300 1
2400 2488 1
2400 2603 1
2400 2290 1
2400 2247 0.302181
2400 2529 1
2400 2574 1
2400 2086 0.325503
2400 2507 1
2400 1876 1
2400 2468 1
2400 2204 1
2400 2714 0.250184
2400 2639 1
2400 2560 1
2400 2179 0.311611
2400 2270 1
2400 2528 1
2400 2466 1
2400 3078 1
2400 2297 1
2400 2688 1
2400 2507 1
2400 2583 1
2400 2503 0.271274
2400 2768 1
2400 2448 1
2400 2211 1
2400 2491 1
2400 2344 1
2400 2753 1
2400 2744 1
2400 2374 1
2400 2781 1
2400 2099 1
2400 2349 1
2400 2952 1
2400 2055 1
2400 2946 1
2400 1966 1
2400 2353 1
2400 2661 1
2400 2482 1
2400 2674 1
2400 2460 1
2400 2214 1
2400 2578 1
2400 2707 1
2400 2441 1
2400 2205 1
2400 2274 1
2400 2311 1
2400 2071 1
2400 1986 1
2400 2766 1
2400 2145 1
2400 2467 1
2400 1624 1
2400 3240 1
2400 2327 0.291792
2400 1845 1
2400 2997 1
2400 2670 1
2400 2869 1
2400 2550 1
2400 2011 1
2400 2741 0.24772
2400 2047 1
2400 3003 1
2400 2483 1
2400 2371 1
2400 2365 1
2400 2800 0.2425
2400 2466 1
2400 2544 1
2400 2217 1
2400 2210 0.30724
2400 2465 1
2400 2589 1
2400 2212 1
2400 2633 1
