100 10000
240 262 0.645
240 259 0.653
240 218 0.775
240 308 0.549
240 190 0.889
240 228 0.741
240 318 0.531
240 276 0.612
240 245 0.69
240 249 0.679
240 224 0.754
240 223 0.758
240 238 0.71
240 283 0.597
240 242 0.698
240 226 0.748
240 266 0.635
240 229 0.738
240 218 0.775
240 224 0.754
240 252 0.671
240 231 0.732
240 220 0.768
240 255 0.663
240 206 0.82
240 182 0.929
240 244 0.693
240 212 0.797
240 229 0.738
240 239 0.707
240 247 0.684
240 313 0.54
240 229 0.738
240 255 0.663
240 301 0.561
240 227 0.744
240 238 0.71
240 271 0.624
240 247 0.684
240 202 0.837
240 267 0.633
240 282 0.599
240 236 0.716
240 235 0.719
240 232 0.728
240 241 0.701
240 216 0.782
240 263 0.643
240 187 0.904
240 218 0.775
240 281 0.601
240 210 0.805
240 216 0.782
240 258 0.655
240 246 0.687
240 279 0.606
240 210 0.805
240 227 0.744
240 222 0.761
240 224 0.754
240 233 0.725
240 225 0.751
240 294 0.575
240 212 0.797
240 276 0.612
240 237 0.713
240 265 0.638
240 197 0.858
240 223 0.758
240 222 0.761
240 281 0.601
240 207 0.816
240 236 0.716
240 244 0.693
240 244 0.693
240 231 0.732
240 192 0.88
240 277 0.61
240 228 0.741
240 226 0.748
240 220 0.768
240 208 0.813
240 212 0.797
240 254 0.665
240 219 0.772
240 239 0.707
240 257 0.658
240 272 0.621
240 280 0.604
240 223 0.758
240 265 0.638
240 169 1.0
240 255 0.663
240 214 0.79
240 262 0.645
240 321 0.526
240 262 0.645
240 232 0.728
240 254 0.665
240 226 0.748
