1000 100000
180 178 1
180 164 1
180 180 1
180 196 1
180 189 1
180 161 1
180 173 1
180 177 1
180 166 1
180 161 1
180 167 1
180 193 1
180 187 1
180 152 1
180 170 1
180 199 1
180 169 1
180 172 1
180 167 0.350299
180 165 1
180 203 1
180 182 0.321429
180 209 1
180 183 1
180 160 1
180 212 1
180 159 1
180 178 1
180 208 1
180 185 1
180 198 1
180 162 1
180 193 1
180 189 1
180 182 1
180 171 1
180 170 0.344118
180 214 0.273364
180 157 1
180 178 1
180 151 1
180 131 1
180 205 1
180 173 1
180 169 1
180 224 1
180 176 1
180 179 0.326816
180 192 1
180 191 1
180 195 1
180 162 1
180 168 1
180 153 1
180 176 1
180 182 1
180 178 0.328652
180 154 1
180 170 1
180 162 1
180 146 1
180 189 1
180 166 1
180 156 1
180 192 1
180 219 1
180 181 1
180 166 1
180 203 1
180 203 1
180 148 1
180 143 1
180 151 1
180 165 1
180 186 1
180 178 1
180 169 1
180 176 1
180 171 1
180 150 0.39
180 198 1
180 212 1
180 162 1
180 188 1
180 178 1
180 209 1
180 213 0.274648
180 197 1
180 144 1
180 190 1
180 199 1
180 176 1
180 212 1
180 188 1
180 197 1
180 142 1
180 206 1
180 172 1
180 187 1
180 203 1
180 178 1
180 167 1
180 169 0.346154
180 188 1
180 203 1
180 160 1
180 185 1
180 182 1
180 210 1
180 173 1
180 192 1
180 211 1
180 161 0.363354
180 177 1
180 194 1
180 165 0.354545
180 177 0.330508
180 159 1
180 205 1
180 187 1
180 192 0.304688
180 194 1
180 159 1
180 181 1
180 175 1
180 178 1
180 176 1
180 181 1
180 201 1
180 184 1
180 181 1
180 222 1
180 171 1
180 184 1
180 202 1
180 152 1
180 205 1
180 131 1
180 188 1
180 206 1
180 186 1
180 167 1
180 168 1
180 211 1
180 225 1
180 130 1
180 168 1
180 146 1
180 149 1
180 221 1
180 154 0.37987
180 180 0.325
180 135 1
180 177 1
180 180 1
180 133 1
180 222 0.263514
180 162 1
180 194 0.301546
180 216 1
180 204 1
180 192 1
180 207 1
180 138 1
180 186 1
180 181 1
180 182 1
180 141 1
180 172 1
180 197 1
180 209 1
180 147 1
180 188 1
180 222 0.263514
180 192 1
180 144 1
180 184 1
180 168 1
180 165 1
180 157 0.372611
180 194 1
180 171 1
180 153 1
180 172 1
180 210 1
180 181 1
180 182 1
180 209 1
180 203 1
180 194 1
180 147 1
180 143 0.409091
180 171 1
180 192 1
180 181 1
180 141 1
180 172 1
180 178 1
180 178 1
180 141 1
180 196 1
180 151 1
180 120 1
180 195 1
180 199 1
180 158 0.370253
180 161 1
180 161 1
180 163 1
180 204 1
180 177 1
180 187 1
180 166 1
180 181 1
180 178 0.328652
180 212 1
180 202 1
180 192 1
180 164 1
180 194 1
180 188 0.31117
180 180 1
180 201 1
180 158 0.370253
180 192 1
180 159 1
180 218 1
180 198 1
180 149 1
180 177 1
180 171 1
180 156 0.375
180 197 1
180 162 1
180 169 1
180 200 1
180 139 1
180 142 1
180 183 1
180 169 0.346154
180 196 1
180 183 1
180 159 1
180 153 0.382353
180 178 1
180 156 1
180 163 1
180 146 1
180 117 1
180 177 1
180 194 1
180 227 1
180 211 1
180 209 1
180 173 1
180 202 1
180 162 1
180 175 1
180 151 1
180 192 1
180 178 1
180 179 1
180 185 1
180 195 1
180 152 1
180 143 1
180 181 0.323204
180 182 1
180 183 0.319672
180 220 1
180 183 1
180 184 1
180 192 1
180 174 1
180 200 1
180 183 1
180 157 1
180 153 1
180 175 1
180 235 1
180 183 1
180 172 1
180 222 1
180 164 1
180 161 1
180 164 1
180 147 1
180 183 1
180 178 1
180 160 1
180 203 1
180 163 1
180 175 1
180 120 1
180 195 1
180 167 1
180 183 1
180 189 1
180 205 1
180 198 1
180 194 0.301546
180 177 1
180 172 1
180 184 1
180 168 1
180 155 1
180 178 1
180 209 1
180 206 1
180 173 1
180 157 1
180 133 1
180 189 1
180 205 1
180 166 1
180 234 1
180 179 1
180 188 1
180 204 1
180 155 1
180 228 1
180 145 1
180 164 1
180 147 1
180 156 1
180 209 1
180 203 1
180 186 1
180 181 1
180 190 1
180 202 1
180 133 0.43985
180 182 1
180 163 1
180 171 1
180 202 1
180 178 1
180 160 1
180 169 1
180 239 0.24477
180 163 1
180 197 1
180 187 1
180 181 1
180 170 1
180 176 1
180 179 1
180 212 1
180 199 1
180 176 1
180 202 1
180 163 1
180 183 1
180 176 1
180 194 1
180 199 1
180 195 1
180 179 1
180 206 1
180 168 0.348214
180 164 1
180 202 1
180 155 1
180 232 1
180 166 0.35241
180 193 1
180 181 0.323204
180 171 1
180 169 1
180 176 1
180 161 1
180 233 0.251073
180 145 1
180 152 1
180 179 1
180 187 1
180 192 0.304688
180 167 1
180 170 1
180 135 1
180 193 1
180 193 1
180 154 1
180 147 1
180 194 0.301546
180 183 1
180 176 1
180 201 1
180 178 1
180 165 1
180 195 1
180 170 1
180 155 1
180 219 1
180 145 1
180 135 0.433333
180 215 1
180 152 1
180 195 1
180 201 1
180 192 1
180 193 0.303109
180 159 1
180 196 1
180 179 1
180 188 1
180 185 1
180 171 1
180 139 1
180 195 1
180 182 1
180 189 1
180 183 1
180 183 0.319672
180 202 1
180 196 1
180 186 1
180 156 1
180 200 1
180 153 1
180 198 1
180 172 1
180 207 1
180 190 1
180 154 1
180 181 1
180 195 1
180 160 1
180 192 0.304688
180 158 1
180 184 1
180 180 1
180 178 1
180 145 1
180 198 1
180 165 0.354545
180 177 1
180 154 1
180 223 1
180 142 1
180 191 1
180 172 1
180 200 1
180 159 1
180 183 1
180 221 1
180 198 1
180 155 1
180 196 1
180 173 1
180 149 1
180 145 1
180 157 1
180 175 1
180 146 1
180 188 1
180 156 1
180 208 1
180 172 1
180 163 1
180 186 1
180 173 1
180 211 1
180 216 1
180 204 1
180 167 1
180 195 1
180 146 1
180 187 1
180 172 1
180 163 1
180 200 1
180 167 1
180 143 1
180 157 1
180 172 1
180 159 1
180 187 1
180 186 1
180 189 1
180 192 1
180 163 1
180 157 0.372611
180 181 1
180 178 1
180 171 1
180 182 0.321429
180 220 1
180 162 1
180 166 1
180 170 1
180 208 1
180 155 0.377419
180 167 1
180 186 0.314516
180 153 1
180 191 1
180 180 1
180 218 1
180 151 0.387417
180 227 1
180 164 1
180 158 1
180 182 1
180 189 1
180 210 1
180 174 1
180 204 1
180 144 1
180 226 1
180 170 1
180 234 1
180 185 1
180 179 1
180 167 1
180 188 1
180 151 1
180 189 1
180 187 0.312834
180 211 0.277251
180 184 1
180 207 0.282609
180 189 1
180 142 0.411972
180 175 1
180 188 1
180 170 1
180 156 1
180 210 1
180 206 1
180 134 1
180 171 0.342105
180 221 1
180 253 1
180 205 1
180 170 1
180 186 1
180 182 1
180 198 1
180 192 1
180 172 1
180 194 0.301546
180 145 1
180 195 0.3
180 172 0.340116
180 168 1
180 192 1
180 155 1
180 187 1
180 152 1
180 204 1
180 184 1
180 200 1
180 180 1
180 160 1
180 206 1
180 206 1
180 201 0.291045
180 154 1
180 177 1
180 202 1
180 176 1
180 180 1
180 212 1
180 185 1
180 219 1
180 173 1
180 162 1
180 197 1
180 153 1
180 155 1
180 127 1
180 213 1
180 157 1
180 198 1
180 223 1
180 193 1
180 179 1
180 195 1
180 204 0.286765
180 194 1
180 201 1
180 139 1
180 157 0.372611
180 191 1
180 193 1
180 185 1
180 181 1
180 193 1
180 219 1
180 164 1
180 180 1
180 169 0.346154
180 180 0.325
180 171 1
180 194 1
180 172 1
180 216 1
180 183 1
180 178 1
180 179 1
180 197 1
180 152 1
180 165 1
180 154 1
180 183 1
180 173 1
180 141 1
180 225 0.26
180 181 1
180 205 1
180 173 1
180 158 1
180 160 1
180 177 1
180 181 1
180 189 1
180 206 1
180 181 1
180 187 0.312834
180 155 0.377419
180 145 1
180 209 1
180 192 1
180 168 1
180 181 1
180 184 1
180 189 1
180 170 1
180 164 1
180 163 0.358896
180 167 0.350299
180 180 1
180 218 1
180 193 1
180 188 1
180 153 1
180 195 1
180 174 1
180 174 1
180 152 1
180 184 1
