5000 24502
94 294 0.341837
506 706 1
416 616 0.163149
992 1192 0.084312
649 849 1
237 437 0.229977
457 657 1
815 1015 1
446 646 0.155573
422 622 0.161576
791 991 1
359 559 1
667 867 1
598 798 0.12594
7 207 0.485507
544 744 0.135081
334 534 0.188202
766 966 1
994 1194 0.084171
893 1093 1
633 833 1
131 331 0.303625
428 628 0.160032
700 900 1
617 817 0.123011
874 1074 1
720 1020 0.098529
419 619 1
794 994 1
196 396 0.253788
997 1197 0.08396
116 316 1
908 1108 1
539 739 0.135995
707 907 0.110805
569 769 0.130689
537 737 0.136364
931 1131 0.088859
726 1026 0.097953
487 687 0.146288
772 972 1
513 713 0.140954
81 281 0.357651
943 1143 1
58 258 1
303 503 1
764 964 1
536 736 0.136549
724 924 1
789 989 0.101618
479 679 1
142 342 1
339 539 0.186456
641 841 1
196 396 1
494 694 1
66 366 0.27459
824 1024 1
208 408 0.246324
711 911 1
800 1000 0.1005
314 514 0.195525
289 489 0.205521
401 601 1
466 666 0.150901
689 889 0.113048
833 1033 1
225 425 1
244 444 0.226351
849 1049 0.095806
113 313 0.321086
379 579 1
361 561 0.179144
65 265 1
486 786 1
686 886 1
286 486 0.20679
889 1089 0.092287
24 324 1
491 691 0.145441
891 1091 1
90 390 0.257692
181 381 0.26378
214 414 0.242754
17 217 0.463134
472 672 0.149554
418 618 1
419 619 1
356 556 0.180755
682 882 1
306 606 0.165842
201 401 0.250623
385 585 0.171795
952 1152 0.08724
500 700 0.143571
194 394 0.255076
737 937 1
324 624 0.161058
992 1192 1
224 424 0.237028
260 460 1
97 297 0.338384
210 510 0.197059
649 849 0.118375
919 1119 1
63 263 1
958 1158 1
804 1104 1
518 718 0.139972
428 628 0.160032
537 737 0.136364
346 546 1
153 353 1
971 1171 0.085824
662 862 0.116589
197 397 0.253149
91 291 1
529 729 1
126 426 1
747 947 1
469 669 0.150224
770 970 0.103608
934 1134 0.088624
723 923 0.108884
895 1095 1
568 768 1
172 372 0.270161
958 1158 1
383 583 0.172384
308 508 0.197835
970 1170 0.085897
583 783 0.128352
48 348 0.288793
930 1230 0.081707
569 769 0.130689
3 203 0.495074
20 220 1
609 809 0.124227
887 1087 1
825 1025 1
930 1230 0.081707
904 1104 1
241 441 1
379 579 1
376 576 1
962 1162 1
889 1089 0.092287
443 643 1
216 516 0.194767
338 538 1
160 360 1
406 606 1
159 359 0.279944
31 231 1
204 504 0.199405
420 720 1
153 353 1
425 625 0.1608
331 531 1
565 765 1
838 1038 1
9 209 0.480861
918 1218 0.082512
533 733 1
232 432 0.232639
957 1157 0.086863
591 791 0.127054
576 876 0.114726
746 946 1
377 577 1
858 1158 1
86 286 0.351399
434 634 0.158517
558 858 0.117133
279 479 1
840 1140 0.088158
735 935 0.107487
574 774 1
126 426 0.235915
912 1212 1
739 939 0.107029
821 1021 1
625 825 0.121818
917 1117 0.089973
201 401 1
993 1193 1
149 349 1
52 252 1
759 959 0.104797
267 467 0.215203
256 456 0.220395
783 983 0.102238
117 317 0.317035
516 816 0.123162
180 480 0.209375
25 225 0.446667
380 580 1
712 912 0.110197
266 466 1
216 516 1
448 648 0.155093
541 741 1
664 864 1
954 1254 1
726 1026 1
772 972 1
531 731 0.137483
943 1143 0.087927
750 1050 1
327 527 0.190702
917 1117 0.089973
5 205 0.490244
113 313 1
913 1113 0.090296
791 991 1
998 1198 1
859 1059 1
345 545 0.184404
431 631 1
675 875 0.114857
833 1033 0.097289
438 738 0.136179
523 723 1
916 1116 1
420 720 0.139583
115 315 0.319048
660 960 0.104688
261 461 0.218004
772 972 1
388 588 0.170918
764 964 1
843 1043 0.096357
206 406 1
407 607 1
639 839 1
852 1152 0.08724
542 742 1
60 360 0.279167
757 957 1
82 282 1
637 837 1
93 293 0.343003
614 814 0.123464
136 336 0.299107
187 387 1
102 402 1
972 1272 0.079009
163 363 0.27686
501 701 0.143367
477 677 1
492 792 0.126894
121 321 0.313084
80 280 1
138 438 0.229452
660 960 0.104688
229 429 0.234266
827 1027 0.097858
448 648 1
230 430 0.233721
832 1032 0.097384
489 689 1
586 786 0.127863
291 491 1
665 865 0.116185
660 960 1
702 1002 0.100299
153 353 0.284703
606 906 0.110927
123 323 0.311146
253 453 0.221854
709 909 1
832 1032 0.097384
108 408 1
888 1188 0.084596
481 681 1
283 483 0.208075
858 1158 0.086788
284 484 1
711 911 1
850 1050 0.095714
239 439 0.228929
943 1143 0.087927
195 395 1
95 295 0.340678
410 610 0.164754
664 864 0.116319
900 1200 1
112 312 0.322115
963 1163 0.086414
754 954 1
458 658 1
19 219 1
225 425 0.236471
569 769 0.130689
97 297 1
194 394 1
754 954 1
602 802 1
61 261 0.385057
695 895 0.112291
347 547 1
719 919 0.109358
100 300 0.335
97 297 0.338384
843 1043 0.096357
745 945 1
286 486 1
492 792 1
116 316 1
531 731 1
424 624 1
253 453 1
426 726 0.13843
413 613 1
980 1180 0.085169
291 491 0.204684
833 1033 0.097289
486 786 1
9 209 0.480861
575 775 1
922 1122 0.089572
145 345 1
897 1097 0.091613
404 604 0.166391
742 942 1
728 928 1
269 469 0.214286
103 303 0.331683
745 945 0.106349
35 235 0.42766
779 979 0.102656
71 271 1
80 280 0.358929
842 1042 0.096449
128 328 0.306402
941 1141 0.088081
227 427 0.235363
30 330 0.304545
342 642 0.156542
605 805 1
531 731 1
364 564 1
359 559 0.179785
867 1067 1
820 1020 0.098529
313 513 1
207 407 0.246929
911 1111 0.090459
308 508 1
430 630 0.159524
685 885 0.113559
641 841 0.119501
113 313 1
141 341 0.294721
690 990 0.101515
700 900 1
559 759 0.132411
481 681 0.147577
503 703 0.142959
766 966 0.104037
7 207 0.485507
882 1182 1
859 1059 1
182 382 1
425 625 1
542 742 1
683 883 0.113817
853 1053 0.095442
938 1138 0.088313
89 289 1
624 924 0.108766
181 381 0.26378
878 1078 1
933 1133 1
580 780 0.128846
252 552 0.182065
207 407 1
658 858 0.117133
20 220 1
954 1254 1
347 547 0.183729
759 959 1
446 646 0.155573
14 214 1
657 857 1
710 910 0.11044
980 1180 1
188 388 0.259021
636 936 0.107372
203 403 0.24938
432 732 0.137295
129 329 0.305471
630 930 0.108065
509 709 1
237 437 1
373 573 1
838 1038 1
395 595 1
692 892 1
103 303 0.331683
218 418 0.240431
384 684 0.14693
931 1131 0.088859
396 696 1
389 589 1
640 840 0.119643
287 487 1
297 497 1
977 1177 0.085387
512 712 1
219 419 0.239857
555 755 0.133113
398 598 0.16806
289 489 1
798 1098 1
598 798 1
49 249 1
572 772 0.130181
697 897 0.11204
770 970 0.103608
725 925 1
542 742 1
214 414 0.242754
887 1087 0.092456
45 245 1
94 294 0.341837
282 582 0.17268
82 282 1
319 519 0.193642
626 826 0.121671
146 346 0.290462
541 741 1
874 1074 0.093575
725 925 1
777 977 1
554 754 0.133289
208 408 0.246324
787 987 0.101824
976 1176 0.085459
912 1212 0.082921
444 744 1
3 203 1
301 501 1
164 364 0.276099
437 637 1
652 852 0.117958
764 964 1
41 241 1
737 937 0.107257
176 376 1
136 336 1
128 328 1
394 594 1
235 435 0.231034
42 342 1
824 1024 0.098145
684 984 1
979 1179 0.085242
568 768 1
367 567 1
52 252 1
642 942 0.106688
335 535 0.18785
126 426 1
130 330 0.304545
583 783 1
129 329 0.305471
752 952 1
167 367 1
856 1056 1
640 840 0.119643
770 970 1
431 631 0.159271
195 395 1
448 648 0.155093
701 901 0.111543
952 1152 1
880 1080 0.093056
168 468 0.214744
79 279 1
961 1161 1
472 672 1
217 417 0.241007
709 909 1
147 347 1
296 496 1
909 1109 1
764 964 0.104253
251 451 0.222838
878 1078 0.093228
753 953 1
570 870 1
253 453 0.221854
666 966 0.104037
931 1131 1
433 633 1
810 1110 1
678 978 0.102761
123 323 0.311146
212 412 1
66 366 0.27459
206 406 1
750 1050 0.095714
64 264 1
466 666 1
337 537 0.187151
510 810 0.124074
796 996 1
175 375 0.268
437 637 1
938 1138 0.088313
848 1048 0.095897
561 761 0.132063
718 918 0.109477
948 1248 1
649 849 1
569 769 1
663 863 0.116454
582 882 0.113946
843 1043 1
202 402 1
702 1002 0.100299
579 779 1
725 925 0.108649
803 1003 1
340 540 0.186111
156 456 0.220395
832 1032 0.097384
602 802 0.125312
234 534 0.188202
688 888 0.113176
184 384 0.261719
978 1278 0.078638
413 613 1
633 833 1
585 785 1
606 906 1
963 1163 1
350 550 0.182727
242 442 1
539 739 1
739 939 1
267 467 1
165 365 0.275342
177 377 1
720 1020 0.098529
802 1002 1
644 844 0.119076
82 282 0.356383
798 1098 1
197 397 1
173 373 1
81 281 1
235 435 0.231034
112 312 0.322115
103 303 1
268 468 0.214744
879 1079 1
643 843 0.119217
106 306 0.328431
122 322 0.312112
444 744 1
262 462 0.217532
691 891 0.112795
997 1197 0.08396
446 646 0.155573
171 371 0.270889
549 749 1
281 481 1
211 411 1
112 312 1
408 708 0.141949
730 930 1
363 563 0.178508
89 289 0.347751
605 805 1
938 1138 1
168 468 1
705 905 0.11105
47 247 1
400 600 1
215 415 0.242169
114 414 0.242754
51 251 0.400398
881 1081 1
549 749 1
679 879 1
328 528 1
250 450 0.223333
203 403 1
481 681 0.147577
752 952 0.105567
707 907 0.110805
82 282 1
63 263 0.382129
660 960 0.104688
21 221 0.454751
287 487 1
219 419 1
500 700 1
820 1020 0.098529
95 295 0.340678
44 244 1
748 948 1
678 978 1
276 576 1
478 678 1
663 863 0.116454
594 894 1
757 957 0.105016
947 1147 0.08762
448 648 1
570 870 0.115517
313 513 0.195906
981 1181 0.085097
795 995 1
552 852 0.117958
389 589 1
280 480 0.209375
864 1164 0.08634
636 936 0.107372
512 712 1
892 1092 1
184 384 0.261719
947 1147 1
614 814 0.123464
625 825 0.121818
149 349 0.287966
377 577 1
474 774 0.129845
18 318 1
662 862 0.116589
416 616 0.163149
1 201 0.5
530 730 1
752 952 1
22 222 0.452703
981 1181 1
777 977 1
957 1157 1
275 475 1
584 784 0.128189
582 882 1
121 321 0.313084
951 1151 0.087315
668 868 0.115783
118 318 0.316038
319 519 1
896 1096 1
521 721 1
948 1248 0.080529
248 448 1
474 774 1
351 551 1
54 354 1
155 355 1
660 960 1
871 1071 0.093838
486 786 1
294 594 0.169192
425 625 0.1608
245 445 0.225843
382 582 1
371 571 0.176007
708 1008 1
544 744 0.135081
794 994 1
387 587 0.17121
738 1038 1
520 720 1
281 481 1
502 702 1
91 291 0.345361
503 703 0.142959
924 1224 0.082108
16 216 0.465278
33 233 0.43133
344 544 1
349 549 1
606 906 1
896 1096 0.091697
595 795 0.126415
441 641 1
102 402 1
52 252 0.39881
654 954 0.105346
710 910 1
434 634 0.158517
245 445 1
36 336 0.299107
661 861 0.116725
413 613 0.163948
13 213 0.471831
370 570 0.176316
400 600 1
195 395 0.25443
984 1284 1
476 676 1
164 364 1
405 605 1
674 874 1
196 396 0.253788
608 808 1
907 1107 0.090786
532 732 1
51 251 0.400398
716 916 1
327 527 1
880 1080 1
710 910 0.11044
267 467 1
400 600 1
376 576 1
609 809 0.124227
320 520 1
196 396 0.253788
538 738 0.136179
935 1135 0.088546
404 604 0.166391
100 300 1
126 426 1
855 1055 1
94 294 1
731 931 0.107948
253 453 0.221854
8 208 0.483173
393 593 0.169477
543 743 0.135262
348 648 0.155093
318 618 1
489 689 1
22 222 1
998 1198 1
49 249 0.403614
381 581 1
10 210 0.478571
429 629 1
221 421 1
150 450 1
717 917 0.109597
530 730 0.137671
