500 125004
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
530 730 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
477 657 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
424 584 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
371 511 0.9
318 438 0.9
318 438 0.9
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
318 438 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
265 365 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
212 292 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
159 219 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
106 146 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
53 73 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1660 1740 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1494 1566 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1328 1392 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
1162 1218 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
996 1044 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
830 870 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
664 696 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
498 522 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
332 348 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
166 174 1
