500 10000
48 41 0.756
48 48 0.646
48 39 0.795
48 41 0.756
48 53 0.585
48 55 0.564
48 40 0.775
48 52 0.596
48 44 0.705
48 45 0.689
48 56 0.554
48 51 0.608
48 37 0.838
48 53 0.585
48 50 0.62
48 49 0.633
48 42 0.738
48 56 0.554
48 51 0.608
48 51 0.608
48 55 0.564
48 44 0.705
48 38 0.816
48 45 0.689
48 55 0.564
48 47 0.66
48 50 0.62
48 48 0.646
48 52 0.596
48 53 0.585
48 53 0.585
48 41 0.756
48 46 0.674
48 50 0.62
48 54 0.574
48 41 0.756
48 46 0.674
48 58 0.534
48 51 0.608
48 52 0.596
48 43 0.721
48 49 0.633
48 54 0.574
48 50 0.62
48 54 0.574
48 59 0.525
48 57 0.544
48 40 0.775
48 49 0.633
48 53 0.585
48 60 0.517
48 55 0.564
48 42 0.738
48 57 0.544
48 51 0.608
48 41 0.756
48 47 0.66
48 54 0.574
48 45 0.689
48 63 0.492
48 41 0.756
48 46 0.674
48 43 0.721
48 53 0.585
48 55 0.564
48 39 0.795
48 41 0.756
48 47 0.66
48 55 0.564
48 47 0.66
48 59 0.525
48 55 0.564
48 41 0.756
48 39 0.795
48 45 0.689
48 55 0.564
48 47 0.66
48 48 0.646
48 39 0.795
48 47 0.66
48 48 0.646
48 55 0.564
48 45 0.689
48 56 0.554
48 53 0.585
48 52 0.596
48 43 0.721
48 50 0.62
48 60 0.517
48 56 0.554
48 42 0.738
48 49 0.633
48 58 0.534
48 47 0.66
48 51 0.608
48 47 0.66
48 42 0.738
48 50 0.62
48 50 0.62
48 49 0.633
48 44 0.705
48 40 0.775
48 52 0.596
48 41 0.756
48 43 0.721
48 40 0.775
48 52 0.596
48 62 0.5
48 43 0.721
48 55 0.564
48 54 0.574
48 37 0.838
48 47 0.66
48 54 0.574
48 44 0.705
48 48 0.646
48 46 0.674
48 49 0.633
48 56 0.554
48 53 0.585
48 45 0.689
48 46 0.674
48 47 0.66
48 53 0.585
48 46 0.674
48 50 0.62
48 55 0.564
48 49 0.633
48 39 0.795
48 49 0.633
48 52 0.596
48 57 0.544
48 48 0.646
48 55 0.564
48 46 0.674
48 44 0.705
48 38 0.816
48 47 0.66
48 33 0.939
48 49 0.633
48 42 0.738
48 38 0.816
48 48 0.646
48 54 0.574
48 41 0.756
48 38 0.816
48 57 0.544
48 45 0.689
48 45 0.689
48 50 0.62
48 48 0.646
48 59 0.525
48 52 0.596
48 50 0.62
48 48 0.646
48 68 0.456
48 43 0.721
48 44 0.705
48 43 0.721
48 50 0.62
48 54 0.574
48 38 0.816
48 44 0.705
48 52 0.596
48 47 0.66
48 47 0.66
48 51 0.608
48 51 0.608
48 46 0.674
48 45 0.689
48 59 0.525
48 57 0.544
48 52 0.596
48 37 0.838
48 53 0.585
48 39 0.795
48 42 0.738
48 53 0.585
48 48 0.646
48 50 0.62
48 41 0.756
48 64 0.484
48 44 0.705
48 57 0.544
48 53 0.585
48 60 0.517
48 56 0.554
48 53 0.585
48 58 0.534
48 53 0.585
48 42 0.738
48 43 0.721
48 44 0.705
48 60 0.517
48 54 0.574
48 46 0.674
48 37 0.838
48 49 0.633
48 40 0.775
48 49 0.633
48 48 0.646
48 49 0.633
48 60 0.517
48 49 0.633
48 56 0.554
48 48 0.646
48 54 0.574
48 43 0.721
48 49 0.633
48 43 0.721
48 55 0.564
48 43 0.721
48 57 0.544
48 48 0.646
48 56 0.554
48 58 0.534
48 45 0.689
48 52 0.596
48 46 0.674
48 40 0.775
48 46 0.674
48 47 0.66
48 50 0.62
48 48 0.646
48 44 0.705
48 53 0.585
48 44 0.705
48 54 0.574
48 45 0.689
48 36 0.861
48 56 0.554
48 60 0.517
48 56 0.554
48 51 0.608
48 50 0.62
48 37 0.838
48 54 0.574
48 52 0.596
48 44 0.705
48 55 0.564
48 41 0.756
48 41 0.756
48 44 0.705
48 58 0.534
48 37 0.838
48 47 0.66
48 50 0.62
48 51 0.608
48 51 0.608
48 45 0.689
48 54 0.574
48 45 0.689
48 57 0.544
48 55 0.564
48 41 0.756
48 58 0.534
48 52 0.596
48 44 0.705
48 45 0.689
48 51 0.608
48 47 0.66
48 41 0.756
48 53 0.585
48 47 0.66
48 49 0.633
48 51 0.608
48 58 0.534
48 49 0.633
48 50 0.62
48 49 0.633
48 48 0.646
48 51 0.608
48 36 0.861
48 54 0.574
48 50 0.62
48 45 0.689
48 49 0.633
48 53 0.585
48 48 0.646
48 42 0.738
48 61 0.508
48 50 0.62
48 48 0.646
48 44 0.705
48 60 0.517
48 53 0.585
48 48 0.646
48 44 0.705
48 49 0.633
48 59 0.525
48 53 0.585
48 57 0.544
48 50 0.62
48 59 0.525
48 56 0.554
48 51 0.608
48 53 0.585
48 54 0.574
48 51 0.608
48 47 0.66
48 43 0.721
48 44 0.705
48 46 0.674
48 52 0.596
48 53 0.585
48 46 0.674
48 40 0.775
48 50 0.62
48 41 0.756
48 42 0.738
48 38 0.816
48 45 0.689
48 52 0.596
48 46 0.674
48 33 0.939
48 60 0.517
48 49 0.633
48 41 0.756
48 47 0.66
48 50 0.62
48 60 0.517
48 44 0.705
48 34 0.912
48 49 0.633
48 49 0.633
48 58 0.534
48 39 0.795
48 41 0.756
48 43 0.721
48 51 0.608
48 44 0.705
48 45 0.689
48 47 0.66
48 50 0.62
48 54 0.574
48 57 0.544
48 36 0.861
48 55 0.564
48 40 0.775
48 53 0.585
48 51 0.608
48 62 0.5
48 53 0.585
48 43 0.721
48 50 0.62
48 58 0.534
48 40 0.775
48 57 0.544
48 45 0.689
48 42 0.738
48 38 0.816
48 54 0.574
48 48 0.646
48 38 0.816
48 41 0.756
48 54 0.574
48 47 0.66
48 48 0.646
48 58 0.534
48 49 0.633
48 35 0.886
48 57 0.544
48 52 0.596
48 46 0.674
48 51 0.608
48 43 0.721
48 48 0.646
48 53 0.585
48 48 0.646
48 46 0.674
48 50 0.62
48 54 0.574
48 46 0.674
48 43 0.721
48 49 0.633
48 48 0.646
48 52 0.596
48 45 0.689
48 42 0.738
48 42 0.738
48 51 0.608
48 44 0.705
48 53 0.585
48 52 0.596
48 49 0.633
48 50 0.62
48 37 0.838
48 40 0.775
48 43 0.721
48 44 0.705
48 51 0.608
48 57 0.544
48 54 0.574
48 59 0.525
48 45 0.689
48 49 0.633
48 57 0.544
48 47 0.66
48 47 0.66
48 50 0.62
48 55 0.564
48 53 0.585
48 47 0.66
48 51 0.608
48 51 0.608
48 46 0.674
48 59 0.525
48 50 0.62
48 48 0.646
48 58 0.534
48 44 0.705
48 48 0.646
48 46 0.674
48 61 0.508
48 49 0.633
48 55 0.564
48 54 0.574
48 51 0.608
48 40 0.775
48 45 0.689
48 57 0.544
48 49 0.633
48 53 0.585
48 37 0.838
48 49 0.633
48 49 0.633
48 41 0.756
48 50 0.62
48 53 0.585
48 57 0.544
48 44 0.705
48 50 0.62
48 36 0.861
48 49 0.633
48 53 0.585
48 48 0.646
48 45 0.689
48 38 0.816
48 45 0.689
48 60 0.517
48 46 0.674
48 51 0.608
48 55 0.564
48 50 0.62
48 57 0.544
48 48 0.646
48 56 0.554
48 51 0.608
48 44 0.705
48 50 0.62
48 50 0.62
48 56 0.554
48 54 0.574
48 52 0.596
48 56 0.554
48 51 0.608
48 49 0.633
48 47 0.66
48 42 0.738
48 52 0.596
48 41 0.756
48 45 0.689
48 47 0.66
48 43 0.721
48 52 0.596
48 58 0.534
48 50 0.62
48 52 0.596
48 43 0.721
48 57 0.544
48 51 0.608
48 49 0.633
48 38 0.816
48 53 0.585
48 54 0.574
48 51 0.608
48 46 0.674
48 31 1.0
48 42 0.738
48 48 0.646
48 47 0.66
48 43 0.721
48 43 0.721
48 56 0.554
48 46 0.674
48 45 0.689
48 39 0.795
48 54 0.574
48 48 0.646
48 53 0.585
48 41 0.756
48 45 0.689
48 50 0.62
48 42 0.738
48 46 0.674
48 55 0.564
48 52 0.596
48 54 0.574
48 46 0.674
48 53 0.585
