1000 370910
1269 1323 1
705 735 1
282 294 0.078231
846 882 0.026077
333 414 1
282 294 0.078231
296 368 0.0625
111 138 1
296 368 0.0625
148 184 0.125
1269 1323 0.017385
423 441 1
1128 1176 1
333 414 1
333 414 0.055556
333 414 1
705 735 0.031293
148 184 0.125
141 147 1
296 368 1
705 735 0.031293
1269 1323 1
74 92 1
705 735 0.031293
111 138 0.166667
370 460 1
296 368 0.0625
282 294 0.078231
259 322 0.071429
222 276 1
987 1029 0.022352
1269 1323 1
74 92 0.25
564 588 0.039116
74 92 0.25
370 460 1
333 414 1
185 230 0.1
370 460 0.05
111 138 1
370 460 0.05
148 184 0.125
296 368 1
1269 1323 1
1269 1323 0.017385
282 294 0.078231
148 184 1
282 294 0.078231
333 414 1
111 138 0.166667
370 460 1
423 441 1
846 882 1
1269 1323 1
423 441 0.052154
74 92 0.25
111 138 0.166667
111 138 1
37 46 0.5
987 1029 0.022352
1410 1470 1
185 230 1
1269 1323 0.017385
111 138 0.166667
185 230 1
74 92 1
222 276 1
705 735 1
74 92 1
148 184 1
259 322 0.071429
296 368 1
1128 1176 0.019558
282 294 0.078231
846 882 0.026077
141 147 0.156463
1410 1470 0.015646
296 368 0.0625
846 882 0.026077
111 138 0.166667
259 322 1
564 588 1
1269 1323 0.017385
222 276 1
846 882 1
296 368 1
370 460 1
333 414 0.055556
148 184 1
222 276 0.083333
564 588 0.039116
423 441 0.052154
185 230 0.1
564 588 0.039116
564 588 0.039116
333 414 1
1128 1176 1
259 322 1
1269 1323 0.017385
37 46 0.5
222 276 1
74 92 0.25
37 46 0.5
564 588 1
1410 1470 0.015646
370 460 0.05
296 368 1
1410 1470 1
259 322 0.071429
987 1029 0.022352
141 147 1
846 882 1
423 441 1
185 230 0.1
259 322 0.071429
333 414 1
564 588 1
333 414 0.055556
141 147 0.156463
987 1029 0.022352
222 276 1
705 735 1
148 184 1
370 460 0.05
564 588 0.039116
37 46 1
296 368 0.0625
259 322 1
423 441 1
222 276 1
111 138 1
74 92 1
259 322 1
333 414 1
111 138 1
37 46 0.5
1128 1176 1
296 368 0.0625
222 276 1
846 882 1
370 460 0.05
846 882 0.026077
185 230 0.1
564 588 1
296 368 1
564 588 1
1269 1323 0.017385
370 460 1
987 1029 0.022352
74 92 1
1128 1176 0.019558
259 322 1
333 414 1
111 138 1
