1000 537420
260 256 1
1376 1464 1
455 448 1
1376 1464 1
1548 1647 1
390 384 1
860 915 1
1720 1830 1
195 192 1
1204 1281 1
260 256 1
688 732 1
1720 1830 1
1720 1830 1
130 128 1
650 640 1
1720 1830 1
1032 1098 1
516 549 1
1376 1464 1
390 384 1
1376 1464 1
516 549 1
585 576 1
585 576 1
1548 1647 1
1376 1464 1
130 128 1
325 320 1
520 512 1
585 576 1
1376 1464 1
516 549 1
585 576 1
585 576 1
1720 1830 1
65 64 1
688 732 1
325 320 1
516 549 1
130 128 1
390 384 1
325 320 1
860 915 1
1548 1647 1
130 128 1
1548 1647 1
516 549 1
455 448 1
1548 1647 1
325 320 1
860 915 1
1548 1647 1
1548 1647 1
688 732 1
650 640 1
1376 1464 1
1720 1830 1
455 448 1
1548 1647 1
344 366 1
1032 1098 1
585 576 1
172 183 1
860 915 1
65 64 1
1032 1098 1
688 732 1
172 183 1
860 915 1
585 576 1
325 320 1
650 640 1
860 915 1
260 256 1
195 192 1
195 192 1
1204 1281 1
1548 1647 1
455 448 1
130 128 1
516 549 1
172 183 1
688 732 1
390 384 1
520 512 1
65 64 1
650 640 1
1032 1098 1
325 320 1
1376 1464 1
1032 1098 1
520 512 1
516 549 1
390 384 1
130 128 1
65 64 1
585 576 1
585 576 1
65 64 1
688 732 1
130 128 1
688 732 1
195 192 1
520 512 1
455 448 1
1032 1098 1
390 384 1
172 183 1
195 192 1
1032 1098 1
195 192 1
1204 1281 1
516 549 1
130 128 1
1204 1281 1
65 64 1
688 732 1
455 448 1
860 915 1
1204 1281 1
585 576 1
1376 1464 1
172 183 1
130 128 1
650 640 1
1376 1464 1
344 366 1
688 732 1
520 512 1
520 512 1
172 183 1
520 512 1
516 549 1
650 640 0.05
325 320 1
860 915 1
1204 1281 1
1548 1647 1
650 640 1
65 64 1
344 366 1
1548 1647 1
130 128 1
688 732 1
1376 1464 1
455 448 1
130 128 1
1204 1281 1
516 549 1
520 512 1
455 448 1
688 732 1
860 915 1
130 128 1
390 384 1
325 320 0.1
172 183 1
65 64 1
195 192 1
130 128 1
344 366 1
1720 1830 1
260 256 1
516 549 1
516 549 1
260 256 1
260 256 1
195 192 1
1032 1098 1
390 384 1
65 64 1
195 192 1
860 915 1
260 256 1
650 640 1
1376 1464 1
195 192 1
516 549 1
585 576 1
650 640 1
516 549 1
65 64 1
390 384 1
172 183 1
1548 1647 1
585 576 1
325 320 1
65 64 1
1204 1281 1
195 192 1
1204 1281 1
1204 1281 1
1720 1830 1
455 448 1
585 576 1
1548 1647 1
130 128 1
172 183 1
