1000 336442
90 170 1
18 34 0.843246
27 51 1
27 51 1
1620 1250 1
45 85 1
486 375 1
1296 1000 1
1458 1125 1
810 625 1
54 102 1
54 102 1
63 119 1
324 250 1
1620 1250 1
1620 1250 0.921189
72 136 1
810 625 1
90 170 0.741981
810 625 1
36 68 1
54 102 1
1134 875 1
90 170 1
1296 1000 1
810 625 1
810 625 1
63 119 1
972 750 1
1134 875 1
54 102 1
90 170 1
1458 1125 1
81 153 0.830426
810 625 1
486 375 1
1296 1000 1
1620 1250 1
1458 1125 1
1620 1250 1
810 625 1
486 375 1
1458 1125 1
54 102 1
18 34 1
27 51 0.809917
810 625 1
45 85 1
972 750 0.715107
1296 1000 1
486 375 1
54 102 1
27 51 1
72 136 1
90 170 1
486 375 1
324 250 1
972 750 1
648 500 1
90 170 1
81 153 1
324 250 1
18 34 1
1296 1000 1
1296 1000 1
162 125 1
810 625 1
72 136 1
162 125 1
810 625 1
648 500 1
1134 875 1
45 85 1
81 153 1
27 51 1
54 102 0.825527
27 51 1
486 375 1
27 51 1
1296 1000 1
648 500 1
45 85 1
18 34 1
1458 1125 1
9 17 1
1134 875 1
162 125 1
324 250 1
486 375 1
1458 1125 1
81 153 1
36 68 1
972 750 1
63 119 1
9 17 1
1620 1250 1
9 17 0.832253
648 500 1
36 68 1
324 250 1
486 375 1
486 375 1
1296 1000 1
81 153 1
27 51 1
810 625 1
486 375 1
63 119 1
972 750 1
54 102 1
90 170 1
63 119 1
72 136 1
648 500 1
1296 1000 1
648 500 1
45 85 1
972 750 1
54 102 1
72 136 1
810 625 1
36 68 1
1134 875 0.75693
486 375 1
63 119 1
1620 1250 1
1458 1125 1
1620 1250 1
54 102 1
1458 1125 1
972 750 1
1458 1125 1
648 500 1
1620 1250 1
1620 1250 1
1296 1000 1
45 85 1
1458 1125 1
486 375 1
27 51 1
486 375 1
27 51 1
324 250 1
9 17 1
162 125 1
81 153 1
36 68 0.963913
1134 875 1
18 34 1
810 625 1
27 51 1
648 500 1
324 250 0.79688
1620 1250 0.82203
45 85 1
162 125 1
72 136 1
36 68 1
54 102 1
45 85 1
18 34 1
90 170 1
18 34 1
81 153 1
810 625 1
1620 1250 1
486 375 1
810 625 1
1620 1250 1
36 68 1
72 136 1
1296 1000 1
27 51 1
54 102 1
9 17 1
1458 1125 1
63 119 1
18 34 1
81 153 1
1458 1125 1
1296 1000 1
27 51 1
1458 1125 1
1620 1250 1
162 125 1
36 68 1
27 51 1
54 102 1
972 750 1
1134 875 1
324 250 1
648 500 0.63291
36 68 1
54 102 1
1458 1125 1
648 500 1
972 750 1
81 153 1
162 125 1
18 34 1
18 34 1
81 153 1
81 153 1
486 375 1
54 102 1
810 625 1
162 125 1
9 17 1
324 250 1
54 102 1
1296 1000 1
90 170 1
324 250 0.970055
81 153 1
18 34 1
810 625 1
1134 875 1
9 17 1
63 119 1
63 119 1
972 750 1
162 125 1
1134 875 1
1620 1250 1
18 34 1
45 85 0.943197
54 102 1
72 136 1
972 750 1
9 17 1
63 119 1
810 625 1
1134 875 1
72 136 1
1134 875 1
648 500 1
81 153 0.690092
90 170 1
90 170 1
1620 1250 1
810 625 1
81 153 1
1296 1000 1
90 170 1
1620 1250 1
486 375 1
45 85 1
90 170 1
54 102 1
36 68 1
72 136 1
648 500 1
27 51 1
324 250 1
90 170 1
486 375 1
324 250 0.941578
1458 1125 1
1134 875 1
45 85 1
648 500 1
54 102 1
63 119 1
81 153 1
72 136 1
1620 1250 1
18 34 1
486 375 1
810 625 1
81 153 1
486 375 1
648 500 1
45 85 1
324 250 1
81 153 1
972 750 1
486 375 1
18 34 1
72 136 1
1620 1250 1
90 170 1
18 34 1
648 500 1
1134 875 1
9 17 1
1296 1000 1
63 119 1
54 102 1
1134 875 1
162 125 1
27 51 1
324 250 1
324 250 1
63 119 1
54 102 1
1134 875 1
324 250 1
18 34 1
972 750 1
810 625 1
54 102 1
1296 1000 1
1296 1000 1
90 170 0.632636
36 68 1
162 125 1
18 34 1
648 500 1
18 34 1
18 34 1
648 500 1
810 625 1
324 250 0.716245
90 170 1
45 85 1
