100 30303
760 1046 1
425 821 1
266 664 0.118223
214 600 1
172 540 1
787 1060 1
68 344 1
326 729 0.107682
433 828 1
269 667 1
977 1145 1
757 1044 1
349 752 1
92 399 0.196742
297 699 1
286 687 1
984 1148 0.06838
116 447 0.175615
989 1150 0.068261
444 837 1
564 928 1
945 1132 0.069346
614 961 1
690 1007 0.077954
155 514 1
513 891 0.088103
770 1051 0.074691
786 1059 1
372 774 1
507 887 1
935 1128 1
770 1051 1
470 858 1
577 936 0.083868
382 783 0.100255
927 1125 0.069778
659 989 0.079373
353 756 1
33 241 1
542 912 1
630 971 0.080844
608 957 1
612 959 1
773 1052 1
397 797 1
741 1036 1
791 1062 0.073917
303 705 1
495 878 1
28 222 1
777 1054 1
877 1103 1
405 804 0.097637
567 930 1
30 230 1
252 647 1
53 304 1
526 901 1
738 1034 1
701 1013 1
402 801 1
32 237 0.331224
556 922 1
592 946 1
805 1069 1
711 1019 0.077036
395 795 1
864 1097 1
967 1141 1
600 952 1
91 397 1
57 316 1
75 361 0.217452
480 866 0.090647
25 210 1
844 1088 1
584 941 1
695 1010 1
34 244 1
50 296 1
213 598 1
664 992 1
688 1006 1
652 984 0.079776
115 445 1
663 991 1
356 759 1
569 931 1
14 157 1
681 1002 0.078343
748 1039 1
720 1024 1
140 490 1
831 1081 1
750 1040 0.075481
161 524 1
451 843 1
218 605 1
747 1039 0.075553
247 641 1
