100 10310
434 175 1
265 355 0.843246
620 250 0.921189
371 497 1
530 710 0.741981
186 75 0.830426
106 142 1
159 213 0.809917
248 100 1
318 426 0.715107
310 125 0.825527
371 497 1
53 71 0.832253
53 71 1
186 75 1
186 75 1
477 639 1
371 497 0.75693
212 284 0.963913
477 639 1
310 125 1
159 213 0.79688
318 426 0.82203
372 150 0.63291
620 250 0.970055
212 284 0.943197
477 639 1
62 25 1
372 150 0.690092
186 75 1
496 200 1
477 639 0.941578
318 426 0.632636
372 150 1
124 50 1
159 213 1
496 200 0.716245
265 355 0.890892
248 100 0.790017
318 426 1
310 125 0.921957
434 175 0.915282
496 200 0.737306
212 284 1
530 710 1
62 25 1
318 426 0.777068
106 142 0.676799
620 250 0.841297
530 710 0.790013
372 150 1
106 142 1
424 568 1
424 568 1
159 213 1
434 175 0.890326
265 355 1
53 71 0.901702
124 50 1
106 142 1
477 639 0.923186
371 497 0.869268
248 100 0.937632
424 568 1
212 284 0.83017
620 250 0.916581
159 213 1
265 355 1
318 426 0.872709
530 710 0.889492
248 100 0.845034
248 100 0.819797
434 175 1
424 568 1
186 75 1
496 200 1
620 250 0.797425
212 284 0.863123
424 568 1
124 50 1
558 225 1
212 284 1
212 284 1
477 639 1
434 175 1
310 125 0.879153
248 100 0.992114
62 25 1
371 497 1
124 50 0.785115
159 213 1
371 497 1
558 225 0.893609
424 568 1
434 175 1
310 125 0.957445
620 250 0.605471
372 150 1
620 250 0.75996
248 100 0.938724
