5000 3216388
183 219 0.166667
178 174 1
366 438 1
1246 1218 1
712 696 0.052443
305 365 0.1
1424 1392 0.026221
1246 1218 0.029967
122 146 1
1068 1044 1
549 657 1
178 174 1
534 522 1
1246 1218 1
183 219 1
427 511 1
890 870 1
1602 1566 1
1068 1044 1
534 522 0.069923
549 657 1
178 174 1
1068 1044 1
488 584 1
122 146 1
1424 1392 1
534 522 0.069923
183 219 0.166667
122 146 0.25
427 511 1
244 292 1
1246 1218 1
1068 1044 1
610 730 1
244 292 0.125
890 870 1
366 438 1
534 522 1
610 730 1
1424 1392 1
183 219 0.166667
427 511 0.071429
366 438 0.083333
1068 1044 1
712 696 1
427 511 0.071429
1780 1740 1
1424 1392 1
488 584 0.0625
1424 1392 1
610 730 1
1780 1740 0.020977
356 348 1
356 348 1
534 522 0.069923
183 219 1
1602 1566 1
178 174 1
366 438 1
1068 1044 0.034962
534 522 1
890 870 1
122 146 1
712 696 1
1068 1044 0.034962
244 292 1
1602 1566 1
178 174 0.20977
712 696 1
1424 1392 0.026221
610 730 1
488 584 0.0625
549 657 1
356 348 1
61 73 1
122 146 0.25
366 438 0.083333
1780 1740 1
356 348 0.104885
122 146 1
183 219 1
712 696 0.052443
1068 1044 0.034962
534 522 0.069923
305 365 1
549 657 0.055556
244 292 1
427 511 1
1602 1566 1
366 438 0.083333
890 870 1
534 522 0.069923
549 657 1
1068 1044 1
183 219 1
427 511 1
244 292 1
488 584 0.0625
488 584 0.0625
244 292 0.125
890 870 1
61 73 0.5
1602 1566 1
366 438 0.083333
549 657 1
244 292 1
534 522 0.069923
61 73 0.5
356 348 0.104885
244 292 0.125
1246 1218 0.029967
488 584 0.0625
712 696 1
712 696 0.052443
427 511 1
1780 1740 0.020977
366 438 0.083333
1602 1566 1
366 438 1
1780 1740 1
712 696 1
610 730 0.05
178 174 1
1780 1740 1
61 73 1
61 73 1
890 870 0.041954
890 870 0.041954
178 174 0.20977
427 511 1
305 365 1
712 696 0.052443
549 657 1
1424 1392 1
549 657 1
366 438 1
1068 1044 0.034962
356 348 0.104885
1068 1044 1
183 219 0.166667
610 730 0.05
178 174 1
1780 1740 0.020977
427 511 1
890 870 0.041954
534 522 0.069923
610 730 0.05
549 657 1
1068 1044 0.034962
1780 1740 0.020977
61 73 0.5
122 146 1
178 174 0.20977
712 696 1
305 365 1
183 219 0.166667
366 438 0.083333
712 696 1
488 584 1
488 584 0.0625
305 365 1
1602 1566 1
1602 1566 0.023308
305 365 0.1
356 348 1
1424 1392 0.026221
183 219 1
549 657 1
244 292 0.125
534 522 1
61 73 1
488 584 0.0625
122 146 1
1780 1740 1
61 73 0.5
183 219 0.166667
1602 1566 0.023308
366 438 1
356 348 1
122 146 0.25
183 219 1
1424 1392 1
366 438 1
549 657 0.055556
712 696 0.052443
1424 1392 0.026221
488 584 1
610 730 1
244 292 1
356 348 0.104885
122 146 0.25
712 696 1
1424 1392 0.026221
178 174 0.20977
122 146 1
488 584 1
1068 1044 1
427 511 0.071429
356 348 1
366 438 1
61 73 1
1424 1392 1
610 730 1
122 146 1
244 292 1
1246 1218 1
1246 1218 0.029967
1246 1218 0.029967
890 870 1
488 584 1
1424 1392 0.026221
610 730 1
305 365 0.1
549 657 0.055556
61 73 0.5
244 292 1
183 219 0.166667
61 73 1
1246 1218 0.029967
712 696 0.052443
1602 1566 1
305 365 1
427 511 0.071429
244 292 1
1602 1566 1
488 584 1
1602 1566 0.023308
1602 1566 1
244 292 1
183 219 1
244 292 1
712 696 0.052443
1424 1392 1
1246 1218 0.029967
1780 1740 1
244 292 0.125
244 292 0.125
1780 1740 1
712 696 0.052443
356 348 0.104885
1780 1740 0.020977
61 73 1
122 146 0.25
183 219 0.166667
244 292 0.125
1246 1218 1
178 174 1
534 522 0.069923
427 511 1
488 584 1
178 174 1
712 696 0.052443
122 146 0.25
305 365 0.1
549 657 1
712 696 1
1780 1740 0.020977
534 522 0.069923
61 73 0.5
356 348 1
1780 1740 0.020977
1246 1218 0.029967
1068 1044 1
178 174 1
183 219 0.166667
1602 1566 0.023308
1068 1044 0.034962
366 438 1
1068 1044 1
534 522 1
712 696 1
178 174 1
427 511 1
356 348 0.104885
488 584 1
534 522 0.069923
1068 1044 0.034962
1246 1218 1
244 292 0.125
366 438 1
1602 1566 1
61 73 1
534 522 0.069923
305 365 1
356 348 0.104885
244 292 0.125
356 348 0.104885
1068 1044 0.034962
305 365 1
178 174 0.20977
534 522 0.069923
1780 1740 0.020977
712 696 1
549 657 1
488 584 1
534 522 1
122 146 0.25
610 730 1
183 219 1
