1000 100000
200 188 1
200 211 0.28673
200 212 0.285377
200 231 0.261905
200 211 0.28673
200 237 0.255274
200 212 1
200 179 1
200 231 1
200 222 0.272523
200 220 1
200 228 1
200 213 0.284038
200 222 0.272523
200 201 0.300995
200 232 0.260776
200 202 1
200 236 1
200 210 0.288095
200 190 0.318421
200 218 0.277523
200 202 0.299505
200 203 0.29803
200 199 1
200 174 0.347701
200 165 0.366667
200 209 0.289474
200 208 1
200 255 0.237255
200 181 0.334254
200 258 0.234496
200 213 1
200 223 0.2713
200 250 0.242
200 186 1
200 192 0.315104
200 231 1
200 239 0.253138
200 223 0.2713
200 184 1
200 198 0.305556
200 195 0.310256
200 225 0.268889
200 170 1
200 216 1
200 199 1
200 194 0.311856
200 234 1
200 178 0.339888
200 229 0.264192
200 203 1
200 198 1
200 189 1
200 206 0.293689
200 167 1
200 185 0.327027
200 214 1
200 197 1
200 182 0.332418
200 181 0.334254
200 235 1
200 200 1
200 186 0.325269
200 172 1
200 226 1
200 182 1
200 206 0.293689
200 197 1
200 211 0.28673
200 176 0.34375
200 245 0.246939
200 165 0.366667
200 201 1
200 201 1
200 197 0.307107
200 185 1
200 202 0.299505
200 226 0.267699
200 218 1
200 194 1
200 207 0.292271
200 160 1
200 230 0.263043
200 168 0.360119
200 238 1
200 173 0.349711
200 208 1
200 255 0.237255
200 210 0.288095
200 169 1
200 208 0.290865
200 243 1
200 176 1
200 189 1
200 181 1
200 187 1
200 189 0.320106
200 208 0.290865
200 174 1
200 215 0.281395
200 224 0.270089
200 200 1
200 153 1
200 190 1
200 206 1
200 253 1
200 212 0.285377
200 181 1
200 216 1
200 179 0.337989
200 189 0.320106
200 170 1
200 203 1
200 139 1
200 195 1
200 204 1
200 213 0.284038
200 228 1
200 230 0.263043
200 222 1
200 183 0.330601
200 175 1
200 249 0.242972
200 177 1
200 217 1
200 211 1
200 215 1
200 197 1
200 182 1
200 139 0.435252
200 217 0.278802
200 159 1
200 201 1
200 240 1
200 200 1
200 204 0.296569
200 139 1
200 182 0.332418
200 209 0.289474
200 200 0.3025
200 217 0.278802
200 203 1
200 253 1
200 158 0.382911
200 228 1
200 214 1
200 187 0.323529
200 197 1
200 214 1
200 179 0.337989
200 178 1
200 189 1
200 177 0.341808
200 199 0.30402
200 147 0.411565
200 238 1
200 234 1
200 146 1
200 224 1
200 202 1
200 210 0.288095
200 209 0.289474
200 226 0.267699
200 215 1
200 216 0.280093
200 181 1
200 206 0.293689
200 197 0.307107
200 210 1
200 183 1
200 226 0.267699
200 188 1
200 166 1
200 169 0.357988
200 184 1
200 179 0.337989
200 184 1
200 212 0.285377
200 194 1
200 183 0.330601
200 189 0.320106
200 162 1
200 231 1
200 235 1
200 207 1
200 214 0.28271
200 229 1
200 155 0.390323
200 223 1
200 233 0.259657
200 209 1
200 204 0.296569
200 181 0.334254
200 171 0.353801
200 186 1
200 209 0.289474
200 199 1
200 166 0.364458
200 250 0.242
200 192 1
200 168 1
200 201 1
200 242 1
200 195 0.310256
200 219 1
200 166 1
200 168 1
200 170 0.355882
200 184 0.328804
200 155 1
200 165 1
200 185 1
200 212 0.285377
200 169 1
200 180 0.336111
200 182 0.332418
200 198 0.305556
200 221 0.273756
200 201 1
200 221 0.273756
200 173 0.349711
200 242 0.25
200 227 0.26652
200 186 1
200 182 1
200 192 0.315104
200 179 1
200 211 1
200 205 1
200 199 0.30402
200 220 0.275
200 224 1
200 197 1
200 213 0.284038
200 220 0.275
200 152 1
200 159 0.380503
200 214 1
200 212 0.285377
200 219 0.276256
200 210 1
200 190 1
200 242 0.25
200 180 0.336111
200 185 1
200 213 0.284038
200 147 1
200 159 1
200 180 0.336111
200 239 1
200 217 1
200 210 1
200 201 0.300995
200 198 1
200 193 1
200 226 1
200 173 1
200 225 0.268889
200 189 1
200 208 0.290865
200 171 1
200 156 0.387821
200 196 0.308673
200 159 0.380503
200 183 1
200 183 1
200 191 0.316754
200 188 1
200 192 1
200 234 1
200 190 1
200 199 1
200 185 0.327027
200 215 0.281395
200 154 0.392857
200 186 0.325269
200 179 1
200 203 1
200 177 0.341808
200 228 1
200 226 0.267699
200 216 1
200 225 0.268889
200 195 0.310256
200 217 0.278802
200 186 1
200 221 0.273756
200 219 0.276256
200 189 1
200 228 0.265351
200 220 1
200 202 1
200 198 1
200 141 0.429078
200 178 0.339888
200 220 0.275
200 200 0.3025
200 172 0.351744
200 203 0.29803
200 169 0.357988
200 178 1
200 211 0.28673
200 225 1
200 148 1
200 178 1
200 206 1
200 231 1
200 211 0.28673
200 164 1
200 189 0.320106
200 249 0.242972
200 220 0.275
200 220 0.275
200 219 0.276256
200 213 1
200 211 1
200 183 0.330601
200 212 1
200 203 1
200 213 1
200 185 1
200 196 1
200 206 0.293689
200 273 1
200 201 0.300995
200 207 0.292271
200 180 0.336111
200 240 0.252083
200 172 0.351744
200 175 0.345714
200 210 0.288095
200 207 0.292271
200 168 0.360119
200 266 0.227444
200 187 1
200 195 0.310256
200 228 1
200 184 1
200 196 0.308673
200 166 1
200 212 0.285377
200 219 0.276256
200 196 0.308673
200 194 1
200 232 0.260776
200 163 0.371166
200 180 0.336111
200 189 0.320106
200 242 0.25
200 200 0.3025
200 192 0.315104
200 181 0.334254
200 240 0.252083
200 233 1
200 227 0.26652
200 207 1
200 230 0.263043
200 210 1
200 192 1
200 212 0.285377
200 192 0.315104
200 203 0.29803
200 228 0.265351
200 233 1
200 202 0.299505
200 212 1
200 194 0.311856
200 175 0.345714
200 216 1
200 153 1
200 219 1
200 216 0.280093
200 176 0.34375
200 206 0.293689
200 202 0.299505
200 189 1
200 229 1
200 197 0.307107
200 210 0.288095
200 203 1
200 212 1
200 189 0.320106
200 225 1
200 188 0.321809
200 227 1
200 191 0.316754
200 183 0.330601
200 188 0.321809
200 211 1
200 181 0.334254
200 229 1
200 217 1
200 204 0.296569
200 167 1
200 220 1
200 250 1
200 128 0.472656
200 162 1
200 210 1
200 182 1
200 209 0.289474
200 215 1
200 189 1
200 195 0.310256
200 207 1
200 231 1
200 201 1
200 177 0.341808
200 184 1
200 170 1
200 220 1
200 176 0.34375
200 214 1
200 198 1
200 229 1
200 214 0.28271
200 220 0.275
200 211 1
200 212 0.285377
200 230 0.263043
200 223 0.2713
200 258 1
200 211 0.28673
200 224 1
200 226 0.267699
200 189 1
200 229 1
200 219 1
200 232 1
200 186 1
200 222 1
200 201 1
200 189 1
200 203 0.29803
200 211 0.28673
200 197 0.307107
200 207 1
200 181 1
200 216 0.280093
200 198 0.305556
200 155 0.390323
200 183 1
200 212 1
200 208 0.290865
200 241 0.251037
200 209 0.289474
200 205 1
200 181 1
200 169 0.357988
200 173 0.349711
200 168 1
200 227 1
200 189 0.320106
200 186 0.325269
200 195 0.310256
200 224 1
200 206 1
200 268 0.225746
200 190 1
200 198 1
200 161 1
200 222 0.272523
200 141 0.429078
200 198 0.305556
200 225 0.268889
200 213 1
200 216 1
200 209 1
200 204 1
200 218 0.277523
200 208 1
200 224 0.270089
200 201 1
200 239 1
200 173 1
200 212 1
200 179 1
200 192 0.315104
200 183 1
200 160 0.378125
200 235 1
200 225 1
200 141 1
200 160 1
200 245 1
200 197 1
200 192 1
200 224 0.270089
200 185 1
200 187 1
200 209 0.289474
200 188 1
200 222 1
200 203 1
200 179 1
200 218 1
200 195 1
200 183 1
200 194 1
200 190 1
200 195 0.310256
200 233 1
200 150 1
200 215 0.281395
200 180 1
200 195 1
200 212 1
200 192 1
200 205 0.295122
200 214 0.28271
200 208 0.290865
200 178 1
200 174 1
200 192 1
200 208 1
200 204 0.296569
200 217 1
200 167 0.362275
200 192 0.315104
200 168 0.360119
200 201 1
200 181 1
200 223 1
200 191 0.316754
200 194 1
200 215 1
200 183 0.330601
200 236 1
200 190 1
200 192 1
200 225 0.268889
200 148 1
200 159 1
200 250 1
200 214 1
200 184 1
200 196 1
200 241 0.251037
200 211 1
200 186 0.325269
200 170 0.355882
200 195 1
200 193 0.313472
200 161 0.375776
200 192 1
200 215 0.281395
