500 82344
576 462 1
168 88 0.843246
864 693 0.921189
126 66 0.741981
105 55 0.830426
192 154 1
105 55 1
210 110 1
288 231 1
63 33 0.809917
960 770 1
126 66 0.715107
126 66 0.825527
168 88 1
384 308 0.832253
960 770 0.75693
84 44 1
210 110 1
147 77 1
84 44 1
960 770 1
126 66 1
147 77 1
288 231 1
288 231 0.963913
63 33 0.79688
126 66 1
960 770 0.82203
288 231 1
384 308 1
288 231 1
168 88 0.63291
189 99 1
672 539 0.970055
864 693 0.943197
168 88 0.690092
288 231 0.941578
126 66 0.632636
864 693 0.716245
21 11 1
768 616 1
960 770 0.890892
864 693 0.790017
63 33 1
105 55 1
576 462 0.921957
147 77 1
147 77 0.915282
96 77 0.737306
189 99 1
864 693 0.777068
147 77 1
21 11 0.676799
189 99 0.841297
42 22 0.790013
192 154 0.890326
126 66 1
42 22 1
864 693 1
189 99 1
210 110 0.901702
126 66 0.923186
672 539 0.869268
21 11 0.937632
105 55 1
96 77 1
126 66 1
210 110 1
189 99 1
21 11 0.83017
288 231 0.916581
672 539 1
768 616 1
63 33 1
960 770 1
864 693 0.872709
96 77 1
147 77 1
21 11 0.889492
672 539 0.845034
960 770 0.819797
63 33 1
21 11 1
168 88 1
576 462 1
576 462 1
672 539 0.797425
960 770 0.863123
210 110 1
480 385 0.879153
42 22 0.992114
42 22 1
960 770 1
21 11 1
576 462 0.785115
768 616 1
288 231 0.893609
480 385 0.957445
864 693 1
864 693 1
126 66 0.605471
192 154 1
210 110 0.75996
96 77 0.938724
960 770 1
672 539 1
84 44 1
192 154 1
63 33 0.917818
864 693 1
126 66 0.873824
96 77 1
21 11 0.723872
105 55 0.946951
768 616 0.791146
21 11 0.776326
288 231 0.746151
126 66 0.817446
672 539 0.937745
105 55 1
147 77 1
96 77 1
168 88 1
147 77 0.847476
768 616 1
960 770 0.674555
84 44 0.887673
168 88 1
84 44 1
576 462 0.899197
768 616 0.916878
21 11 1
576 462 0.633618
63 33 1
576 462 0.837996
480 385 0.821032
21 11 1
63 33 0.767186
63 33 0.914055
960 770 1
864 693 1
84 44 1
63 33 0.897964
384 308 0.89207
210 110 1
84 44 0.729308
864 693 1
960 770 0.965265
21 11 0.913634
63 33 1
768 616 1
96 77 0.862669
126 66 0.527196
21 11 0.89082
576 462 0.80839
576 462 0.725142
864 693 1
105 55 1
864 693 1
288 231 0.775445
960 770 1
168 88 0.742697
126 66 1
768 616 1
105 55 0.940553
147 77 1
576 462 0.659046
192 154 1
288 231 0.900544
210 110 1
576 462 1
288 231 0.755363
672 539 0.79512
147 77 0.786718
384 308 1
192 154 1
126 66 0.775512
864 693 1
63 33 1
864 693 1
960 770 1
63 33 0.90542
480 385 1
960 770 0.981048
189 99 1
63 33 0.660497
672 539 0.769367
288 231 1
480 385 0.963382
189 99 0.964257
288 231 1
21 11 1
147 77 0.946743
84 44 0.93518
288 231 0.773129
480 385 1
147 77 0.845254
192 154 1
147 77 1
864 693 1
768 616 1
147 77 1
864 693 1
864 693 1
288 231 0.928357
210 110 1
42 22 0.825986
126 66 0.898749
84 44 1
