1000 141418
1950 2150 1
1365 1505 1
336 396 1
112 132 1
1008 1188 1
390 430 1
560 660 1
448 528 1
390 430 1
390 430 1
780 860 1
1365 1505 1
784 924 1
784 924 0.071429
1560 1720 1
224 264 1
390 430 1
1008 1188 1
1120 1320 1
784 924 1
1120 1320 1
336 396 1
560 660 1
1120 1320 1
1755 1935 1
672 792 1
224 264 1
1120 1320 1
112 132 1
1120 1320 1
224 264 1
195 215 1
195 215 1
1950 2150 1
1365 1505 1
390 430 1
224 264 1
1560 1720 1
1560 1720 1
1170 1290 1
224 264 1
224 264 1
780 860 1
448 528 1
585 645 1
1008 1188 1
1008 1188 1
1120 1320 1
112 132 1
1170 1290 1
896 1056 1
1560 1720 0.038372
336 396 1
1365 1505 1
336 396 1
112 132 1
224 264 1
672 792 1
896 1056 1
780 860 1
1755 1935 1
975 1075 1
448 528 1
1008 1188 1
780 860 1
1560 1720 1
1950 2150 1
1560 1720 1
112 132 1
1120 1320 1
1950 2150 1
1560 1720 1
1170 1290 1
1365 1505 1
784 924 1
195 215 1
112 132 1
1008 1188 1
1170 1290 1
112 132 1
224 264 1
896 1056 1
195 215 1
1365 1505 1
1560 1720 1
1755 1935 1
224 264 1
390 430 1
390 430 1
672 792 1
1170 1290 1
1008 1188 1
1008 1188 1
390 430 1
560 660 1
1755 1935 1
1950 2150 1
560 660 1
1950 2150 1
1365 1505 1
448 528 1
672 792 1
390 430 1
896 1056 1
1008 1188 1
1008 1188 1
1950 2150 1
1950 2150 1
784 924 1
448 528 1
784 924 1
975 1075 1
1365 1505 1
585 645 1
1120 1320 1
224 264 1
780 860 1
195 215 1
448 528 1
112 132 1
195 215 0.306977
1120 1320 1
784 924 1
896 1056 1
1120 1320 1
112 132 1
1560 1720 1
896 1056 1
672 792 1
1008 1188 1
224 264 1
1170 1290 1
1170 1290 1
1120 1320 1
390 430 1
1950 2150 1
1170 1290 1
560 660 1
672 792 1
448 528 1
195 215 1
896 1056 1
560 660 1
224 264 1
560 660 1
896 1056 1
585 645 1
1008 1188 1
224 264 1
784 924 1
896 1056 1
195 215 1
1120 1320 1
672 792 1
780 860 1
784 924 1
1120 1320 1
975 1075 1
585 645 1
560 660 1
784 924 1
585 645 1
585 645 1
195 215 1
975 1075 0.061395
672 792 1
780 860 1
1950 2150 1
672 792 1
672 792 1
1755 1935 1
195 215 1
672 792 1
1365 1505 1
975 1075 1
1365 1505 1
1170 1290 1
