500 5983
1710 1890 1
570 630 0.048413
1140 1260 1
190 210 1
410 610 1
410 610 0.05
205 305 1
246 366 0.083333
82 122 1
190 210 0.145238
1520 1680 0.018155
287 427 0.071429
246 366 1
164 244 0.125
82 122 1
205 305 1
570 630 1
1140 1260 0.024206
82 122 0.25
328 488 0.0625
1140 1260 1
287 427 0.071429
328 488 0.0625
328 488 1
1330 1470 1
1710 1890 0.016138
1900 2100 1
1900 2100 1
287 427 0.071429
287 427 1
570 630 0.048413
369 549 1
246 366 1
82 122 0.25
190 210 1
190 210 0.145238
328 488 1
190 210 0.145238
380 420 1
1710 1890 0.016138
760 840 1
570 630 0.048413
1710 1890 1
205 305 0.1
1900 2100 1
1900 2100 1
1330 1470 0.020748
246 366 1
760 840 0.03631
1330 1470 1
82 122 0.25
1330 1470 0.020748
1520 1680 0.018155
380 420 1
1140 1260 1
246 366 0.083333
1330 1470 0.020748
410 610 1
164 244 0.125
1330 1470 1
82 122 0.25
82 122 0.25
82 122 0.25
287 427 1
760 840 0.03631
328 488 0.0625
190 210 0.145238
328 488 0.0625
246 366 1
164 244 0.125
164 244 1
950 1050 1
287 427 0.071429
570 630 0.048413
82 122 0.25
1330 1470 0.020748
41 61 0.5
205 305 0.1
410 610 0.05
760 840 0.03631
1330 1470 0.020748
369 549 1
328 488 0.0625
164 244 1
82 122 1
205 305 0.1
205 305 1
1330 1470 1
41 61 1
380 420 1
41 61 0.5
246 366 0.083333
410 610 0.05
41 61 1
246 366 1
570 630 0.048413
570 630 0.048413
41 61 0.5
1330 1470 0.020748
123 183 1
1330 1470 0.020748
760 840 0.03631
1330 1470 1
1900 2100 1
1330 1470 1
123 183 0.166667
123 183 1
1900 2100 1
41 61 0.5
164 244 0.125
1710 1890 1
760 840 1
41 61 0.5
380 420 0.072619
1900 2100 0.014524
41 61 0.5
380 420 0.072619
1330 1470 1
1520 1680 0.018155
287 427 0.071429
760 840 1
164 244 1
205 305 0.1
164 244 1
380 420 1
369 549 0.055556
287 427 0.071429
1140 1260 0.024206
246 366 1
1520 1680 1
190 210 1
123 183 0.166667
410 610 0.05
570 630 1
328 488 0.0625
190 210 1
1330 1470 1
1900 2100 1
164 244 1
410 610 0.05
41 61 1
41 61 0.5
164 244 0.125
246 366 1
41 61 1
82 122 0.25
82 122 1
190 210 1
1330 1470 1
1140 1260 1
410 610 0.05
123 183 0.166667
205 305 0.1
82 122 0.25
1520 1680 1
570 630 0.048413
287 427 0.071429
369 549 0.055556
328 488 0.0625
123 183 1
287 427 0.071429
190 210 0.145238
328 488 0.0625
1520 1680 0.018155
950 1050 1
1140 1260 1
328 488 0.0625
1710 1890 1
123 183 0.166667
369 549 1
1520 1680 0.018155
41 61 0.5
41 61 0.5
1330 1470 1
328 488 1
41 61 1
190 210 0.145238
82 122 1
123 183 0.166667
1900 2100 1
190 210 0.145238
369 549 1
1140 1260 0.024206
1710 1890 1
41 61 1
410 610 0.05
1900 2100 0.014524
287 427 1
190 210 1
190 210 0.145238
328 488 0.0625
123 183 0.166667
760 840 1
164 244 0.125
380 420 1
570 630 1
570 630 1
164 244 1
190 210 1
1140 1260 0.024206
1330 1470 1
950 1050 1
1140 1260 1
369 549 1
570 630 1
570 630 0.048413
1140 1260 1
1900 2100 1
760 840 1
380 420 1
205 305 1
760 840 0.03631
1330 1470 0.020748
123 183 0.166667
190 210 1
287 427 0.071429
570 630 1
287 427 0.071429
205 305 1
410 610 0.05
328 488 0.0625
1520 1680 1
123 183 0.166667
123 183 0.166667
1330 1470 0.020748
760 840 0.03631
190 210 1
164 244 0.125
380 420 1
205 305 1
190 210 1
190 210 1
1140 1260 0.024206
246 366 0.083333
1520 1680 1
1900 2100 1
123 183 1
190 210 0.145238
760 840 1
380 420 0.072619
246 366 1
328 488 1
205 305 1
123 183 0.166667
123 183 1
205 305 0.1
760 840 1
1520 1680 1
380 420 1
287 427 0.071429
570 630 0.048413
1520 1680 0.018155
246 366 0.083333
369 549 0.055556
205 305 1
1710 1890 1
82 122 1
1140 1260 0.024206
1140 1260 1
570 630 0.048413
82 122 0.25
1140 1260 1
164 244 0.125
1140 1260 1
1140 1260 1
1710 1890 1
164 244 1
380 420 1
1710 1890 0.016138
1900 2100 0.014524
760 840 0.03631
1140 1260 0.024206
164 244 1
570 630 1
328 488 0.0625
41 61 0.5
246 366 1
246 366 1
1140 1260 0.024206
287 427 1
205 305 0.1
164 244 0.125
287 427 1
1520 1680 0.018155
1330 1470 1
1520 1680 0.018155
1330 1470 0.020748
760 840 0.03631
164 244 1
205 305 1
1520 1680 1
246 366 0.083333
760 840 1
246 366 1
190 210 0.145238
287 427 0.071429
246 366 1
123 183 1
205 305 0.1
950 1050 0.029048
205 305 1
41 61 0.5
1330 1470 1
1330 1470 0.020748
246 366 0.083333
410 610 1
1520 1680 0.018155
1710 1890 1
1900 2100 1
380 420 0.072619
1140 1260 1
760 840 1
950 1050 0.029048
287 427 1
1900 2100 1
410 610 1
123 183 1
760 840 1
205 305 1
205 305 0.1
41 61 1
1140 1260 0.024206
246 366 1
1900 2100 1
410 610 1
205 305 0.1
41 61 1
190 210 1
41 61 1
380 420 1
164 244 1
380 420 0.072619
369 549 0.055556
164 244 1
328 488 1
123 183 0.166667
41 61 1
190 210 1
164 244 0.125
82 122 1
1710 1890 1
1140 1260 0.024206
1330 1470 0.020748
164 244 0.125
205 305 1
1900 2100 1
410 610 1
380 420 1
246 366 1
328 488 0.0625
1140 1260 0.024206
287 427 0.071429
41 61 1
380 420 1
164 244 1
950 1050 0.029048
123 183 0.166667
380 420 0.072619
1140 1260 0.024206
287 427 0.071429
246 366 1
760 840 1
1900 2100 1
950 1050 1
1330 1470 0.020748
82 122 0.25
205 305 1
1330 1470 1
164 244 0.125
190 210 0.145238
369 549 0.055556
1900 2100 0.014524
287 427 0.071429
570 630 0.048413
1710 1890 0.016138
1140 1260 1
82 122 1
369 549 0.055556
205 305 1
380 420 1
1520 1680 0.018155
246 366 1
328 488 1
570 630 1
205 305 1
82 122 0.25
328 488 1
190 210 0.145238
287 427 0.071429
1520 1680 0.018155
1900 2100 0.014524
1330 1470 0.020748
164 244 1
1330 1470 1
369 549 1
164 244 0.125
369 549 0.055556
380 420 0.072619
1520 1680 1
328 488 0.0625
1140 1260 1
123 183 1
123 183 1
1140 1260 1
1140 1260 0.024206
1710 1890 1
205 305 0.1
1330 1470 0.020748
1140 1260 0.024206
1140 1260 0.024206
41 61 0.5
164 244 1
123 183 0.166667
205 305 0.1
1710 1890 1
570 630 0.048413
1900 2100 1
190 210 0.145238
1330 1470 1
1140 1260 0.024206
1520 1680 0.018155
570 630 0.048413
82 122 0.25
287 427 0.071429
328 488 1
190 210 1
41 61 1
164 244 0.125
41 61 1
82 122 0.25
1520 1680 1
380 420 0.072619
410 610 0.05
1140 1260 1
246 366 0.083333
41 61 0.5
246 366 0.083333
246 366 1
123 183 0.166667
246 366 0.083333
380 420 1
1140 1260 1
1520 1680 0.018155
41 61 0.5
1710 1890 1
328 488 0.0625
410 610 0.05
760 840 1
123 183 1
328 488 1
1140 1260 1
380 420 1
246 366 0.083333
82 122 0.25
123 183 1
190 210 1
369 549 1
123 183 1
190 210 1
41 61 0.5
1330 1470 0.020748
190 210 0.145238
205 305 0.1
190 210 1
190 210 0.145238
82 122 1
1710 1890 1
287 427 1
123 183 0.166667
1330 1470 1
369 549 0.055556
380 420 0.072619
1900 2100 1
950 1050 1
760 840 1
410 610 0.05
164 244 0.125
123 183 0.166667
123 183 0.166667
950 1050 1
760 840 1
570 630 0.048413
82 122 0.25
410 610 0.05
1330 1470 1
1900 2100 1
164 244 1
123 183 1
1140 1260 1
380 420 1
1900 2100 1
41 61 0.5
41 61 1
164 244 0.125
570 630 0.048413
1520 1680 0.018155
1900 2100 1
41 61 0.5
369 549 1
287 427 0.071429
