100 100000
2400 2384 1
2400 2301 1
2400 1874 1
2400 2426 1
2400 2225 1
2400 2520 1
2400 2449 1
2400 2081 1
2400 2000 1
2400 2177 1
2400 2270 0.396476
2400 2586 0.348028
2400 2504 1
2400 2313 0.389105
2400 2465 1
2400 2390 1
2400 2531 1
2400 2655 1
2400 2567 1
2400 2365 1
2400 2133 1
2400 2238 1
2400 2411 1
2400 2132 1
2400 2457 1
2400 2275 1
2400 1867 1
2400 2452 1
2400 1998 1
2400 2482 1
2400 2350 1
2400 2445 1
2400 2425 1
2400 2951 1
2400 1937 1
2400 2443 1
2400 2154 1
2400 2180 1
2400 2356 1
2400 2377 1
2400 2368 1
2400 2491 1
2400 2289 1
2400 2392 1
2400 2549 0.35308
2400 1927 1
2400 2512 1
2400 2434 1
2400 2244 0.40107
2400 2294 1
2400 2074 1
2400 2267 1
2400 2445 1
2400 1800 1
2400 2160 1
2400 2200 1
2400 2361 1
2400 2064 1
2400 2413 1
2400 2181 1
2400 1872 1
2400 2498 1
2400 2765 1
2400 2046 1
2400 2406 1
2400 2127 1
2400 2032 1
2400 2176 1
2400 2653 1
2400 2145 1
2400 2699 1
2400 2438 1
2400 2329 1
2400 2725 1
2400 1836 1
2400 2321 1
2400 2703 1
2400 2797 1
2400 2608 1
2400 2157 1
2400 2256 1
2400 2257 1
2400 2204 1
2400 2723 1
2400 2289 1
2400 2240 1
2400 2346 1
2400 2518 1
2400 2560 1
2400 1975 1
2400 2071 1
2400 1879 1
2400 2666 1
2400 2731 1
2400 2138 0.420954
2400 2338 1
2400 2198 1
2400 2477 1
2400 2045 1
2400 2093 1
